label,family,reynolds,nr,nz,integrator,tau,physical_time,steps,accepted_time_step,max_u1,max_omega1,max_speed,distance_to_first_picard,distance_to_second_picard,advection_over_source,viscous_over_source,rhs_change_rate,kinetic_energy,enstrophy,l3_norm,core_l3_fraction,effective_shell_count,radial_scale,axial_scale,shell_flux_upward,outer_band_fraction,relative_divergence,curl_defect,poisson_residual,front_points_radial,front_points_axial
S_Re100_medium,S,100.0,65,129,rk4,0.1,0.23161490771242202,32,0.007528394599912015,0.4234404655139236,0.10876604214048922,0.18127354392656686,0.003203307868169577,0.0022378471167055695,0.0061070950320019895,0.06499207494333194,0.06320487432117601,0.041736797533081016,0.0019325383203277334,0.2223753375022054,0.9997505396201605,1.337033862757638,0.6531689701064813,0.7301049125797412,0.0,2.6062738241233916e-55,0.0034765811741929815,0.02221775190244076,9.83935155574045e-15,6.5,19.0
S_Re100_medium,S,100.0,65,129,rk4,0.2,0.46322981542484404,63,0.007528394599912015,0.4127505507132124,0.20605920384885798,0.17654533290759317,0.011924240560718865,0.00868704418362704,0.02234899824661074,0.1265681375892771,0.14358893609695178,0.039748201720393166,0.006953531826503141,0.21648479399310602,0.9996808291637913,1.3431325411569741,0.6523104261428694,0.7295607083438402,0.0,1.4089942866483643e-44,0.003496853028844632,0.02133320506384437,3.5485503424581566e-14,6.5,19.0
S_Re100_medium,S,100.0,65,129,rk4,0.4,0.9264596308496881,125,0.007528394599912015,0.3862523428690255,0.3654041932788543,0.16688997012793835,0.04180124309617964,0.03277683506770677,0.07677296461844708,0.24665152238905527,0.36869811064829827,0.036183157951833876,0.022418417535394596,0.20520725949603888,0.9994566995869782,1.3605668937209363,0.6531362055112224,0.7289029313565349,0.0,2.250958671165415e-34,0.0035088906033159213,0.01931360041081673,3.083644450896372e-14,6.5,20.0
S_Re100_medium,S,100.0,65,129,rk4,0.7,1.621304353986954,218,0.007528394599912015,0.3404951201915587,0.5217620921438623,0.1524393682687936,0.11168133694922659,0.09229227262177293,0.1967121676519989,0.44624656723585954,0.7784123215691952,0.03162014236144044,0.049339589158926236,0.18950492339386696,0.998856343738172,1.3848061209647655,0.6589477710167208,0.729020231996254,0.0,9.723260895660457e-27,0.0034709099179525255,0.017961712889438614,4.141131881851834e-14,7.0,21.0
S_Re100_medium,S,100.0,65,129,rk4,1.0,2.31614907712422,311,0.007528394599912015,0.29565529611252844,0.5987367370580339,0.13857860247793746,0.20006642601019248,0.17518468423890016,0.3491252879236612,0.6733613738738399,1.0400695161656641,0.02777344665969019,0.07210151868853491,0.17522456461325456,0.9978630368947414,1.430409258171114,0.6682006926352413,0.7304802757286166,0.0,2.7176528371620823e-22,0.0033890072987687817,0.016675689147606462,8.68749516769185e-14,7.0,20.0
S_Re200_medium,S,200.0,65,129,rk4,0.025,0.057903726928105505,4,0.01505678919982403,0.4307923604543697,0.028535556196313823,0.1852996011208509,0.00021280335897984283,0.0001429726630843549,0.00041400387943112533,0.008288018064015369,0.0,0.04362136533404848,0.00013233732407965558,0.22767296512734894,0.999791224496797,1.3309256137737033,0.6547943456193799,0.7306977954190693,0.0,0.0,0.0034498998232162167,0.02401947393036968,2.1892210266827306e-15,6.5,20.0
S_Re200_medium,S,200.0,65,129,rk4,0.05,0.11580745385621101,8,0.01505678919982403,0.42965585254640504,0.05665438186961569,0.18471584980923295,0.0008440883316680294,0.0005703088999327942,0.0016374286444587717,0.0165410877392118,0.015410248228570492,0.04334246751947636,0.000522413841478322,0.22689939645273619,0.9997862387682477,1.331767012545239,0.6545513071668438,0.7306038778804091,0.0,0.0,0.0034534398133076356,0.023361136257985454,7.424616477180734e-15,6.5,20.0
S_Re200_medium,S,200.0,65,129,rk4,0.1,0.23161490771242202,16,0.01505678919982403,0.42686716521158596,0.11155984024866646,0.183510757951558,0.0033211469871251096,0.0022690645653422725,0.006411409225474644,0.03297310191531677,0.03429571383467613,0.042794453016162776,0.0020343062804461937,0.22534601358544784,0.9997743851702869,1.3335524841356738,0.6542010309732471,0.7304186749563081,0.0,7.113323165228053e-67,0.0034585252747542736,0.022568800189268677,1.2753686995381486e-14,6.5,19.0
S_Re200_medium,S,200.0,65,129,rk4,0.2,0.46322981542484404,32,0.01505678919982403,0.4193609096966564,0.21644373905506312,0.18096141994911966,0.012815200086431177,0.008948714085477691,0.02468351648549256,0.06570340356960751,0.08256847824405386,0.04173385025371336,0.007697845655131311,0.2222165866622929,0.99974183897437,1.3375181585113707,0.6540186843282757,0.7300626359295038,0.0,2.3293337826704687e-55,0.0034609428006814975,0.022253894255601748,2.860038594842962e-14,6.5,19.0
S_Re200_medium,S,200.0,65,129,rk4,0.4,0.9264596308496881,63,0.01505678919982403,0.3978262927161386,0.40386556648743,0.17537752093191883,0.047699133001452,0.03475366421793933,0.09274001203051857,0.13109910570724703,0.22487737880641404,0.03973277328624812,0.027368864660649705,0.21589131082679616,0.9996309553520644,1.346950399490121,0.6555167246858692,0.7294439976794772,0.0,1.1786739503115744e-44,0.0034374624587387194,0.02142386224809859,5.5011550870176507e-14,6.5,19.0
S_Re200_medium,S,200.0,65,129,rk4,0.7,1.621304353986954,110,0.01505678919982403,0.35465484742994074,0.6201827594354901,0.16600486360629724,0.133206958967318,0.10402097913992583,0.2634953527275082,0.2440144805188778,0.5074653639027652,0.036971421177048665,0.06921595590394831,0.20636134885722188,0.9993088478541533,1.3578898000872976,0.6615171083696022,0.7289030862137251,0.0,2.194141888350448e-36,0.003346414745088564,0.019899459971303123,9.08162434143378e-14,7.0,19.0
S_Re200_medium,S,200.0,65,129,rk4,1.0,2.31614907712422,157,0.01505678919982403,0.3076425504699132,0.7550797034620969,0.15684132929018615,0.2577943227613824,0.21385357473970915,0.5006115708155047,0.37190471285104426,0.6721821839458907,0.034439766806183006,0.11508680311122706,0.19697386555851898,0.9987473953359344,1.3903363155050348,0.6706915695670747,0.7290135288318271,0.0,2.3702091928478443e-31,0.0032119669181677143,0.019499376646525773,8.604228440844963e-14,6.5,21.0
S_Re400_medium,S,400.0,65,129,rk4,0.025,0.057903726928105505,2,0.03011357839964806,0.4312262195468837,0.028633924985349217,0.18558130928062191,0.00021371672516655522,0.00014317776906961835,0.00041648105724362045,0.004149642129278415,0.0,0.04376207956599298,0.00013319602261979244,0.2280563422273488,0.999793420908021,1.3305254950361138,0.654947093574272,0.7307442315317201,0.0,0.0,0.0034529943172201794,0.02436390026241498,3.3584246494910985e-15,6.5,20.0
S_Re400_medium,S,400.0,65,129,rk4,0.05,0.11580745385621101,4,0.03011357839964806,0.43052144527384373,0.05704585968254078,0.1852786245859984,0.000851347638543265,0.0005719464065962503,0.0016570697150352658,0.008293880122733225,0.008565914403346593,0.04362124949048341,0.0005292069578511175,0.22766260722025614,0.9997908717460461,1.33095530183547,0.6548497154805561,0.7306946416399716,0.0,0.0,0.003448898544131376,0.024023205866884802,5.0584536559483695e-15,6.5,20.0
S_Re400_medium,S,400.0,65,129,rk4,0.1,0.23161490771242202,8,0.03011357839964806,0.4285822214580974,0.11310814239870863,0.1846327641984664,0.0033784445138073126,0.002282144006647752,0.006566029018608721,0.016586661742179945,0.020668624633741882,0.04334196030835462,0.0020874176992025937,0.22685825991159672,0.9997846126193118,1.3318875989673822,0.6547713347509063,0.730591804442597,0.0,0.0,0.0034494519303096918,0.02337531608733214,1.2878587085651816e-14,6.5,20.0
S_Re400_medium,S,400.0,65,129,rk4,0.2,0.46322981542484404,16,0.03011357839964806,0.4226694161005764,0.2217573168885192,0.18318376399200478,0.013303306388308378,0.009082691317909957,0.02588787571703664,0.033314272634461094,0.05551707420114016,0.04279209736444686,0.008102748507237065,0.2251844111345989,0.9997661490081922,1.3340546767870851,0.6550674900562884,0.730375684065628,0.0,6.443664202815273e-67,0.003442796104431613,0.022630785291690363,1.6991616447192825e-14,6.5,19.0
S_Re400_medium,S,400.0,65,129,rk4,0.4,0.9264596308496881,32,0.03011357839964806,0.4035722208926065,0.42431077336170475,0.17967927587744137,0.05128266571215486,0.03583986179772358,0.10195334377480379,0.06797491419393062,0.171573332149361,0.04172215696090636,0.03028478830562958,0.2216010472572277,0.9996952943977035,1.3424812231217165,0.6573487300227826,0.729941210267556,0.0,1.9854026558226996e-55,0.0034009741102616685,0.02239067489230227,4.6906922790412864e-14,6.5,19.0
S_Re400_medium,S,400.0,65,129,rk4,0.7,1.621304353986954,56,0.03011357839964806,0.3613745096120868,0.6768870973726232,0.173643181910715,0.1486489649517054,0.11043500178595715,0.30830622938268415,0.12634063461196027,0.4264961024460508,0.04017554128533811,0.08230173112308865,0.21576962307495984,0.9994655429741575,1.358989675893799,0.6643630049316133,0.7294554338443023,0.0,9.170133351209772e-47,0.0033673897619398954,0.0218818961403693,8.243405957841787e-14,6.0,19.0
S_Re400_medium,S,400.0,65,129,rk4,1.0,2.31614907712422,80,0.03011357839964806,0.3122098430854821,0.8527803722720677,0.1667712450256324,0.2947179400254095,0.23420780761441043,0.6078168685358905,0.2008968256030085,0.5944545905756319,0.038681310860684284,0.14642386948283645,0.20961319791563224,0.9990414616206054,1.3791347458384502,0.674596423911295,0.7293823553545206,0.0,2.1486336548231023e-41,0.0033624120027801823,0.021063325391616584,9.203748874142548e-14,6.5,20.0
A_Re10_medium,A,10.0,65,129,rk4,0.025,0.03361074213453102,77,0.0004369924752836929,0.6974035375068863,0.05708514909963597,0.18984579766097773,0.00010529595074521993,8.916970201015559e-05,0.00018341229202795,0.3460292374360377,0.0,0.03701603270953677,8.253633677522058e-05,0.21315737849224667,0.9962455070977582,1.7055825787806806,0.6070602678109062,0.7384771975871519,0.0,3.171246314989525e-41,0.008088819508308828,0.05827952100506741,4.711508960753008e-15,4.5,19.5
A_Re10_medium,A,10.0,65,129,rk4,0.05,0.06722148426906203,154,0.0004369924752836929,0.6478004630387078,0.08789519244232886,0.16965614323167394,0.00030997748151843663,0.00029499579325408003,0.0005047432353722673,0.5842010881530948,0.8267545901055605,0.031022807506800837,0.0002123016130058357,0.1937406817032728,0.994967792626,1.739876828941418,0.6107808245221433,0.7349142547313119,0.0,3.616237264144725e-31,0.008466430435977014,0.04636261570828415,6.83481049534862e-15,4.5,21.5
A_Re10_medium,A,10.0,65,129,rk4,0.1,0.13444296853812407,308,0.0004369924752836929,0.5437690381359653,0.10899236519699448,0.14023834419231807,0.0007969270996874453,0.0008637946087000448,0.0009909888755539613,0.9826700282224806,3.1909629747721175,0.022448228129313665,0.00037829835510349154,0.16240540781901625,0.9912000603716314,1.7937740553781463,0.6215618321102802,0.727393437859023,0.0,4.075683130308895e-22,0.008783110839596929,0.03583323437737,6.859096624012295e-15,4.5,22.5
A_Re10_medium,A,10.0,65,129,rk4,0.2,0.26888593707624814,616,0.0004369924752836929,0.35205891956169666,0.08033941794853065,0.10340038664592027,0.001662171319570576,0.0017326948079024152,0.0019234431457889338,1.770783108774902,1.2838509295468665,0.01269244380798908,0.00035511727779138024,0.11890449075133762,0.97849575479548,1.935543762554444,0.6487798581553749,0.7110975489717318,0.0,1.0923438430606263e-14,0.008736344679502975,0.029462553826402272,6.279698983036042e-15,4.5,24.5
A_Re10_medium,A,10.0,65,129,rk4,0.4,0.5377718741524963,1232,0.0004369924752836929,0.16562805364295793,0.03267121000294831,0.06032067167212095,0.0029736484644171464,0.0026336732211128923,0.0028314284883536617,2.387318773359277,1.6465372676199184,0.004942121079923689,0.0001356103504663916,0.07113282231616624,0.9291675670039878,2.122765302822665,0.7076587743835514,0.6819018519587665,0.0,2.437835784264447e-09,0.004468480107077655,0.016554325208985077,1.087671619437458e-14,8.0,27.5
A_Re10_medium,A,10.0,65,129,rk4,0.7,0.9411007797668685,2155,0.0004369924752836929,0.08131725522903588,0.014418731741799523,0.031244823326887446,0.0029969234178114927,0.002406519770383985,0.0029818810423875163,2.5199969114579575,3.6976306683703526,0.0016466835181602444,3.71803106163765e-05,0.0391949037915471,0.8021140518614499,2.2025977114502906,0.7931698107961828,0.645509132627743,0.0,1.7977115564590927e-06,0.0031746171719789123,0.009701932143551185,4.390585117697299e-15,9.0,27.5
A_Re10_medium,A,10.0,65,129,rk4,1.0,1.3444296853812407,3078,0.0004369924752836929,0.044358547874169,0.006880838377058886,0.018399064022019816,0.002683042158822836,0.002025622840730002,0.002965794204821217,3.4523944999340226,1.5566973265659922,0.0007018447929994564,1.528048196684855e-05,0.02471244234628402,0.6494606816544874,2.2668691273335058,0.872498367409384,0.6066464518232869,0.0,3.468350869725587e-05,0.0025220292035141377,0.005681980312576881,2.892651396191326e-15,10.5,33.0
A_Re25_medium,A,25.0,65,129,rk4,0.025,0.03361074213453102,31,0.0010924811882092322,0.7256810661298064,0.06916629321248526,0.20395533548126724,0.00012735862471238541,9.798355922476221e-05,0.000229865145943707,0.1589842649676931,0.0,0.04145573528755732,0.00011021703533630617,0.22645676660716632,0.9967798770080687,1.7368978483606006,0.6057322278720401,0.740607392010784,0.0,2.2551569119372074e-55,0.008587450463623103,0.07188125089642484,6.161737786669619e-15,4.5,19.0
A_Re25_medium,A,25.0,65,129,rk4,0.05,0.06722148426906203,62,0.0010924811882092322,0.7067578013060294,0.12138129956888184,0.1944546790447634,0.00044799501359529933,0.0003683881975869853,0.0007895845440181865,0.2882106150681031,0.30467826515518603,0.03841150717242316,0.0003624865664444216,0.2174286101669649,0.9964450752894032,1.7300865472486902,0.6065507773292742,0.7391805497214982,0.0,1.2964600924143544e-44,0.007814160683338069,0.061093773910634815,7.868705687030797e-15,4.5,19.0
A_Re25_medium,A,25.0,65,129,rk4,0.1,0.13444296853812407,124,0.0010924811882092322,0.6666934394204299,0.1929697210780498,0.17746380201954137,0.0014010805996531295,0.001283043263395784,0.0023574575113445148,0.49946952757670193,0.6419040847068342,0.03324289341997736,0.0010083025301255424,0.20112664554058993,0.9955244563747624,1.7196460840680943,0.6092015378236402,0.7363256852556006,0.0,2.364728110326831e-34,0.0083263080650087,0.05024313831734381,1.0852430065710905e-14,4.5,20.5
A_Re25_medium,A,25.0,65,129,rk4,0.2,0.26888593707624814,248,0.0010924811882092322,0.583405039383734,0.2638307078199533,0.14942733504026523,0.0038005047669486176,0.0039579529761889064,0.005242325316335541,0.8159065307033146,1.82670133123733,0.025445855892659082,0.0020695174011724667,0.17387841428189996,0.9928744823823259,1.7517424473489556,0.6171538989894757,0.730416808605729,0.0,6.240227762485602e-25,0.008635940784283792,0.03894142136793113,2.992051051364797e-14,4.5,21.5
A_Re25_medium,A,25.0,65,129,rk4,0.4,0.5377718741524963,495,0.0010924811882092322,0.4186054229067612,0.23670661773426208,0.11632482405366999,0.008435368034174948,0.009076896462642817,0.009977677127043083,1.5159095694331897,1.911265056335713,0.01577547882680073,0.0024664852480013395,0.13384067955152323,0.9843470893243388,1.887137031197094,0.6381519076591037,0.7176024591371545,0.0,6.299431538355342e-17,0.008858374142016383,0.03103369248616506,2.911559882079473e-14,4.5,23.5
A_Re25_medium,A,25.0,65,129,rk4,0.7,0.9411007797668685,865,0.0010924811882092322,0.24230247652567213,0.1368831943864655,0.08204589007133636,0.012661715167699754,0.011773008013255525,0.015589444925715689,2.3311161000174865,0.41846104309733434,0.008467425358082181,0.0015489341828264075,0.0952599669417623,0.9623518953577336,2.024524397517307,0.6734669741739856,0.6987753106016352,0.0,6.8925927570686014e-12,0.006996340884155493,0.02257655933716374,2.721434189112415e-14,6.0,26.5
A_Re25_medium,A,25.0,65,129,rk4,1.0,1.3444296853812407,1235,0.0010924811882092322,0.16302031350619953,0.08059567526971732,0.06003960790275962,0.018617145639676744,0.016469204701842148,0.01782976703320675,2.429734610686318,1.054936133513338,0.004935611418405257,0.0008383408109401832,0.07099679498432977,0.9284347707379506,2.1185926070153953,0.7091940480045933,0.6826934593268096,0.0,2.1321678141819303e-09,0.004470424078152699,0.016614899576796766,1.8082757513582237e-14,8.0,27.5
A_Re50_medium,A,50.0,65,129,rk4,0.025,0.03361074213453102,16,0.0021849623764184645,0.7347569710252333,0.07419952070354593,0.2087131425672135,0.00013615838125951004,0.00010098519177598529,0.0002507282911587903,0.08546763081948244,0.0,0.043126491737956296,0.0001222513849581177,0.23123288782577436,0.9969061013422456,1.7222506590499849,0.6054913938393133,0.741317062817833,0.0,6.746476274970405e-67,0.009076895825140504,0.08363237474841664,3.982925100842749e-15,4.5,19.0
A_Re50_medium,A,50.0,65,129,rk4,0.05,0.06722148426906203,32,0.0021849623764184645,0.7253979414745126,0.13828677220414498,0.2039433399451696,0.0005094572122691014,0.0003921023963524404,0.000919828018236536,0.15901048131067066,0.1538278355038537,0.04145554480682928,0.000440800779414418,0.2264516205034623,0.9967787627211544,1.7368918294413704,0.6057568199608899,0.7406020493970429,0.0,2.183043382013609e-55,0.008588483012807145,0.07189439531448256,1.021405182655144e-14,4.5,19.0
A_Re50_medium,A,50.0,65,129,rk4,0.1,0.13444296853812407,63,0.0021849623764184645,0.7057157838639013,0.24247164333190724,0.19441433601066252,0.0017922987553767088,0.0014752849650251207,0.003162461837049823,0.288403876331485,0.30813280539254806,0.03841057341631124,0.0014491179251373237,0.2174094474023713,0.9964404701801597,1.7300604979227099,0.6066434762965243,0.7391595428283126,0.0,1.2179539138376823e-44,0.00781744933887518,0.06108653197693303,1.867950238931826e-14,4.5,19.0
A_Re50_medium,A,50.0,65,129,rk4,0.2,0.26888593707624814,125,0.0021849623764184645,0.6632882115171485,0.38478925830077926,0.177226507562686,0.005601326576633456,0.005139318518752364,0.009484081996636496,0.5016434385475155,0.6561352603099261,0.03323868469557749,0.004025074643293048,0.20106104975894154,0.9955045989907174,1.7194873602728444,0.6095299600982176,0.7362490220126383,0.0,2.129508949548666e-34,0.008315555175145635,0.05024263589004499,2.015054789694659e-14,4.5,20.5
A_Re50_medium,A,50.0,65,129,rk4,0.4,0.5377718741524963,249,0.0021849623764184645,0.5744771232290493,0.5221822587057212,0.14919555541687737,0.015210942366972976,0.015899744138595885,0.021193700727508816,0.8233241155383227,1.9260570734889524,0.025430929816073502,0.008225100689872741,0.17368991645395554,0.992783638204015,1.7510726498184672,0.6181821157453006,0.7301991799262665,0.0,5.346045717596807e-25,0.008591764033127527,0.038951933268252525,3.341771304121721e-14,4.5,21.5
A_Re50_medium,A,50.0,65,129,rk4,0.7,0.9411007797668685,434,0.0021849623764184645,0.44438005177996237,0.49766589370222314,0.12301081507337301,0.029577411937782513,0.03216026110805658,0.03514786419075584,1.3677430996205384,1.8658052886704504,0.0176481512576655,0.009956110113467542,0.14209758489399152,0.9865895664643229,1.8335434221672193,0.6347618176050424,0.7206167519235716,0.0,2.0715094526295314e-18,0.008767136246484458,0.03250498655730049,4.063416270128073e-14,4.5,24.0
A_Re50_medium,A,50.0,65,129,rk4,1.0,1.3444296853812407,619,0.0021849623764184645,0.33599391006373597,0.38643609579447896,0.10229111943824275,0.042014094316911735,0.04386209593792879,0.05015145650061882,1.8379332997128999,0.4424847448963845,0.012645484665637143,0.008634805649550882,0.11832105080622171,0.977615495968595,1.9185290137527624,0.652979779763437,0.711159233329238,0.0,7.757775377471653e-15,0.008601242840858994,0.029620752553791388,5.115352585960409e-14,4.5,24.0
A_Re100_medium,A,100.0,65,129,rk4,0.025,0.03361074213453102,8,0.004369924752836929,0.7392455008073499,0.07697743250359997,0.21109192985372083,0.0001408500011041648,0.00010250429144695441,0.0002651987124141276,0.04670203793325423,0.0,0.044006124436713055,0.00012901595801883666,0.23369537577315616,0.9969569895529691,1.723303333069952,0.6054159722642615,0.7416684417866546,0.0,0.0,0.00934756637263071,0.09170056276385058,6.4705185653934905e-15,4.5,19.0
A_Re100_medium,A,100.0,65,129,rk4,0.05,0.06722148426906203,16,0.004369924752836929,0.734462764805705,0.148346592319076,0.2087000656998857,0.000544656724562084,0.00040415566367550107,0.0010033499859542485,0.08551882087482596,0.07773239870464634,0.043126334414944026,0.0004889281226151734,0.2312275704214987,0.9969049932440532,1.7222460042312677,0.6055167084771248,0.7413117441236783,0.0,7.00009847897081e-67,0.009078059152688311,0.08364986121266299,1.1102230246251565e-14,4.5,19.0
A_Re100_medium,A,100.0,65,129,rk4,0.1,0.13444296853812407,32,0.004369924752836929,0.7242667530407974,0.2762072446375664,0.20389528879853416,0.0020381934678240623,0.0015711021800681414,0.0036851773807179185,0.15911420955827685,0.1574507595024462,0.041454783142477705,0.0017621261070607033,0.22643106977613336,0.9967742430100709,1.7368683982576407,0.6058550944215374,0.7405808268784405,0.0,2.0540092148073797e-55,0.008592612633182723,0.07194695849054353,2.1121993043493603e-14,4.5,19.0
A_Re100_medium,A,100.0,65,129,rk4,0.2,0.26888593707624814,63,0.004369924752836929,0.7015663326711364,0.4826225017164037,0.19425202759021856,0.007174333922059554,0.005928917411360494,0.012715263086485823,0.28915525898008076,0.3220406027455588,0.038406841950314276,0.005783253824279,0.21733316588097476,0.9964215635456823,1.7185678890044707,0.6070131118973776,0.7390770011230173,0.0,1.0883475478692071e-44,0.007830593293996588,0.06105756277029831,3.325117958752344e-14,4.5,19.0
A_Re100_medium,A,100.0,65,129,rk4,0.4,0.5377718741524963,125,0.004369924752836929,0.6498835380715023,0.7604706194077155,0.17627180857119726,0.022358607983622998,0.020672141104940606,0.03867208848768681,0.5084674172978468,0.7138388426469342,0.033221891928492314,0.015971350402809642,0.20080220360772055,0.9954215271049939,1.711613896944375,0.6108309934920664,0.735957243097988,0.0,1.7851931529398603e-34,0.008273694300657927,0.05024153326493819,5.750955267558311e-14,4.5,20.5
A_Re100_medium,A,100.0,65,129,rk4,0.7,0.9411007797668685,218,0.004369924752836929,0.5676622047889961,0.9751276686265133,0.15337021746919988,0.050978111534599045,0.05265488614146398,0.07766068493137276,0.7713932973604419,1.4056178172888838,0.027084798608402037,0.029043038468931238,0.1793590768514855,0.9932788458531329,1.7498578074494453,0.6190331731101096,0.7310913201235084,0.0,8.104454939144837e-27,0.00842205160381995,0.04093009699135146,8.193445921733655e-14,4.5,21.0
A_Re100_medium,A,100.0,65,129,rk4,1.0,1.3444296853812407,311,0.004369924752836929,0.4883726529592185,1.0110560790560055,0.13845388158412628,0.08000701572341601,0.08865021814926204,0.10734406358298747,1.0654426150294818,2.3553023369351345,0.02234019747407221,0.03610062169722967,0.1611290924032068,0.9903674394931481,1.7791490998680441,0.6288944360403866,0.7262054420145475,0.0,2.3715211892490374e-22,0.0084555002125539,0.03618157414184668,6.850076061937216e-14,4.5,22.5
A_Re200_medium,A,200.0,65,129,rk4,0.025,0.03361074213453102,4,0.008739849505673858,0.7414797631036258,0.07844129362019711,0.21228132156945687,0.00014326627331160766,0.00010327183982116402,0.00027289527630347494,0.024511742629868074,0.0,0.04445829772730334,0.00013262090152590174,0.2349466068016974,0.9969790522649853,1.737523942423368,0.6053903512721134,0.7418422519585286,0.0,0.0,0.009487802468267682,0.09646932139612553,5.80785419757035e-15,4.5,19.0
A_Re200_medium,A,200.0,65,129,rk4,0.05,0.06722148426906203,8,0.008739849505673858,0.7389457650816649,0.15389830810200356,0.2110782841190201,0.0005634230344031083,0.00041026198916759417,0.001061322624801966,0.04673194066735903,0.039610188244539234,0.04400598753412594,0.0005159806226109248,0.23368997454773746,0.9969558823979747,1.7232999700829406,0.6054416546810631,0.7416631532507473,0.0,0.0,0.009348799586607443,0.0917210528297056,9.971190539914687e-15,4.5,19.0
A_Re200_medium,A,200.0,65,129,rk4,0.1,0.13444296853812407,16,0.008739849505673858,0.7332873201077098,0.2962737918178137,0.20864768409023307,0.0021789998337464586,0.0016200640368231865,0.004020370719834022,0.0857235711616627,0.0812369101253831,0.043125705403298235,0.0019544747497127514,0.23120633862931808,0.9969004916400583,1.722228156606878,0.6056178643340336,0.7412906358760689,0.0,6.695409602595875e-67,0.00908271192883786,0.0837197876050924,1.7236212457305555e-14,4.5,19.0
