label,family,reynolds,nr,nz,integrator,tau,physical_time,steps,accepted_time_step,max_u1,max_omega1,max_speed,distance_to_first_picard,distance_to_second_picard,advection_over_source,viscous_over_source,rhs_change_rate,kinetic_energy,enstrophy,l3_norm,core_l3_fraction,effective_shell_count,radial_scale,axial_scale,shell_flux_upward,outer_band_fraction,relative_divergence,curl_defect,poisson_residual,front_points_radial,front_points_axial
S_Re25_medium,S,25.0,65,129,rk4,0.7,1.621304353986954,865,0.0018820986499780037,0.2432620726190896,0.1939201383250018,0.09221907924357292,0.043607586901224786,0.04236298583936745,0.05014719908962513,1.3007858859438388,2.1714537456980167,0.01428190875992736,0.007585328218002299,0.12160040363298992,0.9909826119540983,1.5319133951697177,0.683534847934631,0.7482246222641183,0.0,6.4187773860207155e-12,0.003867371408255779,0.011303670202490821,2.6673108166619386e-14,7.5,20.0
S_Re25_medium,S,25.0,65,129,rk4,1.0,2.31614907712422,1235,0.0018820986499780037,0.18593127686498565,0.15802142446757977,0.07051489183984826,0.05540549327839049,0.05333908180823139,0.05938268422262102,1.8075625639527082,0.42854188540046256,0.009683787471790597,0.005796340643419463,0.09737989927864939,0.980290295423985,1.5702023766259545,0.7138182772759177,0.7669066427019384,0.0,1.7815716178889508e-09,0.003705727080546274,0.010338875195168885,1.5529244556944377e-14,8.0,21.0
S_Re50_medium,S,50.0,65,129,rk4,0.025,0.057903726928105505,16,0.0037641972999560075,0.4281906996063668,0.02795184862795704,0.1836121943316873,0.00020741681356790405,0.00014174356082508155,0.0003995056860295728,0.03286475783343425,0.0,0.042795191301614674,0.00012731340195400623,0.2253970183953487,0.9997764518173224,1.3334054165888936,0.6539286142766806,0.7304337614309305,0.0,7.149848014876374e-67,0.003463498058845305,0.022549283446985584,2.6957602816679582e-15,6.5,19.0
S_Re50_medium,S,50.0,65,129,rk4,0.05,0.11580745385621101,32,0.0037641972999560075,0.42446888055252213,0.054451317795043204,0.1813510336543189,0.0008007936169593555,0.0005595067394990852,0.0015222639583480602,0.06479214739548225,0.05891127638858037,0.041737535855439906,0.0004836419621929599,0.22241538465188443,0.9997523586213594,1.336919760774358,0.6529553418209543,0.7301166433930318,0.0,2.775777495507671e-55,0.003480532754265421,0.02220859513512212,5.988265439071938e-15,6.5,19.0
S_Re50_medium,S,50.0,65,129,rk4,0.1,0.23161490771242202,63,0.0037641972999560075,0.4166020917476445,0.10355300691948448,0.17682971929984725,0.0029809539956750144,0.002171865319781088,0.005528722931228091,0.1252819421060562,0.12514835842868335,0.03975207943762088,0.0017454775327133388,0.21663756587742194,0.9996905102499821,1.342698610947461,0.6514929349516491,0.7296009270910669,0.0,1.5829104134683e-44,0.0035122969799225843,0.021299036120304,1.867950238931826e-14,6.5,19.0
S_Re50_medium,S,50.0,65,129,rk4,0.2,0.46322981542484404,125,0.0037641972999560075,0.39956568291370526,0.18643398733747382,0.16786031385677105,0.010450202495863228,0.008180987914313652,0.01854077514040661,0.2350070716536918,0.282331292835601,0.03620311354301645,0.0056906762513294845,0.20575404298386027,0.9995136625201267,1.3600890408509623,0.6501615170984154,0.729003009559286,0.0,2.701725870856589e-34,0.0035668632785920405,0.019254420638476745,1.9095836023552692e-14,6.5,20.0
S_Re50_medium,S,50.0,65,129,rk4,0.4,0.9264596308496881,249,0.0037641972999560075,0.36289349300948814,0.2990230288434694,0.15068783514277861,0.03435381160150745,0.028892759463934336,0.055175150930022974,0.45703411380812614,0.7512027456786832,0.03035611806147703,0.01519195005359926,0.18627666362911072,0.9989266098670497,1.392242675426181,0.6520396236438126,0.7292914882623122,0.0,6.335641076277906e-25,0.003642783768607774,0.0171421906480228,2.881028748902281e-14,6.5,21.0
S_Re50_medium,S,50.0,65,129,rk4,0.7,1.621304353986954,434,0.0037641972999560075,0.30947164564187873,0.3733851071734213,0.127976403962191,0.08016306095533729,0.07202894607792086,0.11762166973267328,0.7799159866580306,1.8058220568647696,0.023736911548163077,0.02570724597505724,0.1616917305648555,0.9973279556818471,1.448381132399081,0.6616956122895267,0.7327138827408295,0.0,2.2237727434832323e-18,0.0036871594205659906,0.014656356056129523,3.097522238704187e-14,7.0,21.0
S_Re50_medium,S,50.0,65,129,rk4,1.0,2.31614907712422,619,0.0037641972999560075,0.2627555827670856,0.3826054352276019,0.1093356306205532,0.12623996323603828,0.11918089526423117,0.16622745681300624,1.0677339448024998,2.1087507631086786,0.018860751437909763,0.02956381637729186,0.14150284066897026,0.9946613823146392,1.486815305164014,0.675683648140554,0.7389131788241458,0.0,7.635494240650272e-15,0.0036767668120123824,0.013283250965772566,4.5324854980322016e-14,7.0,20.0
S_Re100_medium,S,100.0,65,129,rk4,0.025,0.057903726928105505,8,0.007528394599912015,0.4299248368946665,0.028339738048914084,0.18473658432727816,0.00021098941923002482,0.00014256312768314833,0.00040910101106453176,0.01652965459181444,0.0,0.043342594429140915,0.00013063846959914357,0.2269097102208203,0.9997865997699107,1.3317376111377957,0.6544962117768753,0.7306070186353036,0.0,0.0,0.003454439600401547,0.02335757246847709,2.321060010856968e-15,6.5,20.0
S_Re100_medium,S,100.0,65,129,rk4,0.05,0.11580745385621101,16,0.007528394599912015,0.4279255422613858,0.05587892835526202,0.18359193579722743,0.0008297911088281996,0.0005670323228125162,0.0015989923588665856,0.03288649053782534,0.02959444082256028,0.04279504356271506,0.0005091180598799917,0.2253867945436644,0.9997760738111546,1.333434299577504,0.6539831668711427,0.7304306503252598,0.0,7.431460193743597e-67,0.0034625012939342526,0.022553192357385697,5.100087019371813e-15,6.5,19.0
