method,requested_dt,step,time,dt,viscosity,energy,enstrophy,max_abs_u1,max_abs_omega1,max_abs_psi1,max_abs_u_r,max_abs_u_z,max_cartesian_vorticity,amplification,argmax_u1_r,argmax_u1_z,argmax_u1_value,circulation_max,divergence_residual_max,axis_parity_defect,odd_symmetry_defect,wall_u1_max_abs,advective_cfl,viscous_cfl,divergence_relative_denominator,divergence_residual_relative,divergence_residual_argmax_r,divergence_residual_argmax_z,divergence_pointwise_ratio_max,divergence_pointwise_ratio_argmax_r,divergence_pointwise_ratio_argmax_z,axis_parity_defect_u1,axis_parity_defect_omega1,axis_parity_relative_u1,axis_parity_relative_omega1,axis_parity_relative_denominator_u1,axis_parity_relative_denominator_omega1,axis_parity_argmax_z_u1,axis_parity_argmax_z_omega1,argmax_cartesian_vorticity_r,argmax_cartesian_vorticity_z
heun,6.000e-07,1900.0,0.0011399630714481247,5.999805639200657e-07,0.0005,3993.758260147011,1490675.862485619,2319.462678713822,88876.33424173608,84.46870175319413,205.34184949547526,168.93740350638825,12695.078252625332,1.6939631049548989,0.0625,0.0390625,2319.4626787138213,64.38556644753976,84.05243483642244,49657.86500475649,2.0081643015146255e-09,0.0,0.012973972303738177,1.9660163118532714e-05,9128.152336904917,0.009208044709836875,0.0,0.953125,0.681056928252725,0.0,0.046875,866.5886871769908,49657.86500475649,0.062107194482487395,0.06301329237274635,13953.112749624299,788053.8079332898,0.03125,0.03125,0.15625,0.0
heun,6.000e-07,2000.0,0.0011999611278401237,5.999805639200657e-07,0.0005,3992.788450237436,1550962.3392400588,2387.489340264499,92958.06932081316,85.5787614826403,208.28313290966028,171.1575229652806,13108.275208041803,1.7490978889732998,0.0625,0.0390625,2387.4893402644984,63.889136754083665,93.36076964785207,64299.255085515324,2.3137545213103294e-09,0.0,0.013144471954927444,1.9660163118532714e-05,9386.161333847602,0.009946640200097792,0.0,0.953125,0.8170677703787098,0.0,0.046875,1149.5778537448496,64299.255085515324,0.07506406466919104,0.07465646808171456,15314.623033152602,861268.3768422739,0.03125,0.03125,0.15625,0.0
heun,6.000e-07,2100.0,0.0012599591842321228,5.999805639200657e-07,0.0005,3991.7730793217474,1612945.4143727492,2462.602371746325,97404.62670071422,86.59171448876344,210.87838164617546,173.1834289775269,13586.221591941987,1.8128724892051724,0.0625,0.0390625,2462.602371746325,64.11460905776016,102.86760823035183,84376.06054212525,2.8812792152166367e-09,0.0,0.013300056496582046,1.9660163118532714e-05,9671.4205539825,0.010636246005039351,0.0,0.953125,1.0,0.0,0.046875,1517.1387542441953,84376.06054212525,0.09035785336648089,0.08958082226704292,16790.3363982194,941898.7056247137,0.03125,0.03125,0.140625,0.0
heun,6.000e-07,2200.0,0.0013199572406241218,5.999805639200657e-07,0.0005,3990.704026244063,1676787.3394019112,2545.5987868095076,102223.43150123491,87.52383902349695,214.64138916509566,175.0476780469939,14117.192121273642,1.8837223468120126,0.0625,0.0390625,2545.5987868095076,64.11022415855382,112.32179309621097,110441.00680930074,3.245077095925808e-09,0.0,0.013443226187204288,1.9660163118532714e-05,10027.033954074486,0.01120189615500095,0.0,0.953125,1.0,0.0,0.046875,1994.766693686077,110441.00680930074,0.10821936556948454,0.10470042851753124,18432.622324008124,1054828.603598392,0.03125,0.03125,0.140625,0.0
heun,6.000e-07,2300.0,0.0013799552970161209,5.999805639200657e-07,0.0005,3989.5741565235244,1742713.2497650501,2636.28076578313,108396.36308335987,88.38856752504589,218.60192417195594,176.77713505009177,14662.465012138164,1.9564806347781056,0.0625,0.0390625,2636.28076578313,63.557803959714676,122.42327192349512,141330.7522662687,3.4051481634378433e-09,0.0,0.013576044182467542,1.9660163118532714e-05,10429.917064704416,0.01173770329754435,0.0,0.953125,1.0,0.0,0.046875,2625.275489335356,141330.7522662687,0.13057503667114068,0.11879358931765739,20105.493027332894,1189716.9963300487,0.03125,0.03125,0.140625,0.0
heun,6.000e-07,2400.0,0.00143995335340812,5.999805639200657e-07,0.0005,3988.377271391079,1811016.376163723,2746.557190724285,116123.06458806034,89.1969428836498,222.23952634131905,178.3938857672996,15274.104965117484,2.0380945873072327,0.0625,0.03125,2746.557190724285,63.81035447375434,134.55394780619827,176423.26959092775,4.241883289068937e-09,0.0,0.013700206615367192,1.9660163118532714e-05,10876.345922749446,0.012371245707141336,0.0,0.953125,0.6569006022728954,0.0,0.953125,3468.6011127511447,176423.26959092775,0.15880734968062216,0.13312204147452247,21841.56539182133,1325274.6700454745,0.03125,0.03125,0.125,0.0
heun,6.000e-07,2500.0,0.001499951409800119,5.999805639200657e-07,0.0005,3987.107964614189,1882066.6147411487,2885.484598768459,125230.72845076698,89.95801448103563,225.3878395266127,179.91602896207127,16024.326572287016,2.138200131975486,0.0625,0.03125,2885.484598768459,63.84935837112348,149.46022455221828,219661.39976289123,5.893525667488575e-09,0.0,0.013817103425910067,1.9660163118532714e-05,11372.273379223469,0.013142510698456657,0.0,0.953125,0.4192689669280315,0.0,0.953125,4589.881600136141,219661.39976289123,0.18963123963406348,0.14653925115017657,24204.24825041148,1498993.6009552656,0.03125,0.03125,0.125,0.0
heun,6.000e-07,2600.0,0.001559949466192118,5.999805639200657e-07,0.0005,3985.7614416895685,1956324.5746354496,3041.1195419348655,135187.41915740035,90.6791743156282,229.82025673724561,181.3583486312564,16802.81776802744,2.2420778188139883,0.0625,0.03125,3041.1195419348655,63.51770706806438,166.19852153274405,280453.36877762293,7.741618901491165e-09,0.0,0.013927869988274316,1.9660163118532714e-05,11924.596037357214,0.013937455072866162,0.0,0.953125,0.3092159720200523,0.0,0.953125,6053.305696894095,280453.36877762293,0.22621400503689362,0.1623342215955012,26759.199528370715,1727629.3687257573,0.03125,0.03125,0.125,0.0
heun,6.000e-07,2700.0,0.001619947522584117,5.999805639200657e-07,0.0005,3984.3333845894354,2034363.2193121049,3215.0212331747907,145799.3324086218,91.36644115427013,235.42964305318947,182.73288230854027,17680.879270603073,2.3592416329824273,0.0625,0.03125,3215.0212331747907,63.35706923920243,186.87897642573262,367553.3303068108,9.98261384665966e-09,0.0,0.014033430755099774,1.9660163118532714e-05,12541.05439941036,0.014901376748235705,0.0,0.0,0.23953718421319534,0.0,0.953125,7948.727010141636,367553.3303068108,0.25156270057078933,0.18257622643091473,31597.398947086265,2013150.000369242,0.03125,0.03125,0.109375,0.0
heun,6.000e-07,2800.0,0.0016799455789761161,5.999805639200657e-07,0.0005,3982.8199047562016,2116899.2474380606,3406.433863095876,159351.00564877645,92.02469809960175,240.44355708470704,184.0493961992035,18828.02590091013,2.5123107223605596,0.0625,0.03125,3406.433863095871,63.643790045418875,222.99142927455978,480176.4450444556,1.2332748156040907e-08,0.0,0.014134535746655451,1.9660163118532714e-05,13229.585167925328,0.01685551182777785,0.0,0.0,0.18964053992724497,0.0,0.953125,10447.114056266451,480176.4450444556,0.2822932816909783,0.19636246846703193,37008.01518791627,2445357.551232222,0.03125,0.03125,0.109375,0.0
heun,6.000e-07,2900.0,0.0017399436353681152,5.999805639200657e-07,0.0005,3981.217498181684,2204837.790952491,3611.2418193058056,177362.85372844234,92.6578751950868,244.43008407593953,185.3157503901736,20037.494790862394,2.673695759569464,0.0625,0.03125,3611.241819305785,63.51790835452798,264.7076452342335,608276.9992006477,1.5730620361864567e-08,0.0,0.014231788598062912,1.9660163118532714e-05,13997.23912736528,0.018911418375122082,0.0,0.0,0.20675428490055991,0.0,0.0390625,13821.758976918325,608276.9992006477,0.32149997636875144,0.20388859382563893,42991.47742724919,2983379.24543652,0.03125,0.03125,0.109375,0.0
heun,6.000e-07,3000.0,0.0017999416917601142,5.999805639200657e-07,0.0005,3979.5229142251223,2299338.186308874,3850.243676584344,197771.4237344683,93.26906661962651,250.60508834739812,186.53813323925303,21397.037387533863,2.8551058267267724,0.0625,0.0234375,3850.2436765843304,63.26468596933064,312.8600401401736,748850.300284659,1.964508555829525e-08,0.0,0.014325664559805874,1.9660163118532714e-05,14849.261711809415,0.021069063648555694,0.0,0.0,0.3453366583319117,0.0,0.0390625,18358.412461459127,748850.300284659,0.36893839758290486,0.20902870995428732,49760.10244998631,3582523.66599988,0.03125,0.03125,0.09375,0.0
heun,6.000e-07,3100.0,0.0018599397481521133,5.999805639200657e-07,0.0005,3977.733228724019,2401914.218208295,4186.7256112366385,219536.96061697952,93.86060767006383,259.03943253987836,187.72121534012766,23342.450097566907,3.1146912573266037,0.0625,0.0234375,4186.725611236588,63.29454770641844,369.31733683065613,925774.9935306562,2.37050699070096e-08,0.0,0.014416522321859825,1.9660163118532714e-05,15788.426922090555,0.02339164874709092,0.0,0.0,0.85132279650219,0.0,0.0390625,24181.02289909433,925774.9935306562,0.418734733519771,0.22087937778221298,57747.831654267575,4191314.747560862,0.03125,0.03125,0.09375,0.0
heun,6.000e-07,3200.0,0.0019199378045441124,5.999805639200657e-07,0.0005,3975.846708474072,2514585.9450127482,4551.952518452278,249272.15852211253,94.43417375739578,265.88483859329494,188.86834751479157,25447.459897033037,3.395572466950241,0.0625,0.0234375,4551.952518452177,63.518360431024284,438.23641884493827,1193044.676316727,3.2681033797130796e-08,0.0,0.014504619219017675,1.9660163118532714e-05,16844.76747887088,0.02601617501664165,0.0,0.0,1.0,0.0,0.0390625,31199.102668749154,1193044.676316727,0.462955941826595,0.24825499221295527,67391.08379439508,4805722.8001011275,0.03125,0.0234375,0.09375,0.0
heun,6.000e-07,3300.0,0.0019799358609361114,5.999805639200657e-07,0.0005,3973.8641553617435,2640102.7656223206,4926.7681532514825,291732.20646809245,94.99090284680311,269.61878574958524,189.98180569360622,27819.289470325675,3.7120566751171165,0.0625,0.0234375,4926.768153251321,63.540223008022295,526.6104177544876,1569853.8757339688,4.794255325447601e-08,0.0,0.014590130037069082,1.9660163118532714e-05,18267.444946701286,0.028827809214204435,0.0,0.0,0.6386983816856134,0.0,0.765625,39431.92797167682,1569853.8757339688,0.5006704426534254,0.259981621651087,78758.25016291691,6038326.346932397,0.03125,0.0234375,0.078125,0.0
heun,6.000e-07,3400.0,0.0020399339173281105,5.999805639200657e-07,0.0005,3971.7892431986684,2782260.2498719846,5381.937147052512,338833.9946808964,95.53140234704165,280.9079972554143,191.0628046940833,31630.753531281374,4.220637982505697,0.046875,0.0234375,5381.937147052512,63.401721279478195,642.4254481917833,2016682.820062941,6.677773202466271e-08,0.0,0.0146731480709767,1.9660163118532714e-05,19942.74300910523,0.032213494798507505,0.0,0.0,0.2352356190624992,0.0,0.0390625,51134.26493766892,2016682.820062941,0.5542192456702896,0.2659756912522084,92263.60386641859,7582207.27077891,0.9765625,0.03125,0.078125,0.0
heun,6.000e-07,3500.0,0.0020999319737201095,5.999805639200657e-07,0.0005,3969.6288943970685,2946310.005441683,6004.812689851819,387340.9504389304,96.05554065016709,292.79138407283097,192.11108130033418,35855.82974790412,4.78440947600565,0.046875,0.0234375,6004.812689851819,63.31406206391155,790.3260910096196,2492004.208719394,9.163050869358738e-08,0.0,0.014753653106415115,1.9660163118532714e-05,21890.04791126905,0.03610435638209626,0.0,0.0,0.4943863992019947,0.0,0.03125,68916.20555786142,2492004.208719394,0.6142202550596875,0.26441737182151576,112201.12816234694,9424510.165699404,0.9765625,0.03125,0.078125,0.0
heun,6.000e-07,3600.0,0.0021599300301121086,5.999805639200657e-07,0.0005,3967.3993874588136,3139399.6872723065,6927.740757319399,477658.45842001284,96.58906360315557,297.38330316362,193.17812720631113,41196.953732940965,5.497100393666678,0.046875,0.015625,6927.740757319399,63.55087710544851,968.3380614577163,3005635.3411409464,1.2524766916406904e-07,0.0,0.014835599577377886,1.9660163118532714e-05,24070.290492040243,0.04022959597342351,0.0,0.0,1.0,0.0,0.03125,94058.60574308116,3005635.3411409464,0.6845157781127341,0.25163358739703584,137408.96667482,11944491.878973832,0.9765625,0.9765625,0.0625,0.0
heun,6.000e-07,3653.0,0.002191729,5.999805640518295e-07,0.0005,3966.2026002841053,3256672.442274038,7605.070684270334,528682.7173657912,96.88807957061483,294.25949401265416,193.77615914122967,45825.47421598235,6.114705324709833,0.046875,0.015625,7605.070684270264,63.63182863507521,1072.481142989178,3496094.4849564377,1.463009003825397e-07,0.0,0.014881526945453064,1.966016312285035e-05,25266.621541608583,0.04244655903928575,0.0,0.0,1.0,0.0,0.03125,110360.4638482543,3496094.4849564377,0.7063752832720193,0.25887763884290504,156234.88882149264,13504814.47753769,0.9765625,0.9765625,0.0625,0.0
ssprk3,6.000e-07,0.0,0.0,0.0,0.0005,4008.11113236055,773886.7345045686,3265.5332310870513,0.0,0.0,0.0,0.0,7494.3062310458845,1.0,0.0,0.0859375,3265.533231087051,64.88057619110188,0.0,11.361380314832786,6.366462912410498e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.361380314832786,0.0,0.0009388669913412475,0.0,12101.160675168838,0.0,0.9140625,0.0,0.171875,0.0
ssprk3,6.000e-07,100.0,5.999805639200652e-05,5.999805639200657e-07,0.0005,4007.99023099227,776901.5888817284,3226.1970940176707,12619.005817197405,9.31662963958391,22.06720008888022,18.63325927916782,7517.280446390919,1.0030655559883397,0.0,0.0859375,3226.1970940176707,64.88628936108319,9.737235269978783,175.34197212324943,9.603695616533514e-11,0.0,0.00143098795647794,1.9660163118532714e-05,1216.708854627659,0.008002929569341058,0.0,0.0,0.02301839691113649,0.0,0.8046875,9.736582764424384,175.34197212324943,0.0008135401954451946,0.0026969992061478096,11968.164350006358,65013.72774732651,0.09375,0.03125,0.171875,0.0
ssprk3,6.000e-07,200.0,0.00011999611278401369,5.999805639200657e-07,0.0005,4007.722766415467,785877.1061146822,3112.441306838119,24685.15750999039,18.36682788848052,43.60677714756898,36.73365577696104,7586.047721355053,1.012241492071557,0.0,0.0859375,3112.441306838119,64.90202499287639,18.73181636337381,319.5986529751681,2.3646862246096134e-10,0.0,0.0028210533770120527,1.9660163118532714e-05,2384.684098145538,0.007855051483733508,0.0,0.0,0.024735123184535183,0.0,0.1953125,7.17463262322417,319.5986529751681,0.0006199376616154752,0.00252143519622273,11573.15173355984,126752.673816066,0.1640625,0.96875,0.171875,0.0
ssprk3,6.000e-07,300.0,0.00017999416917602087,5.999805639200657e-07,0.0005,4007.315399338463,800524.5495744931,2935.8424302834746,35710.33447769125,26.91474787955008,64.1407238396445,53.82949575910016,7699.01252404414,1.0273149090372422,0.0,0.0859375,2935.8424302834746,64.92077707565616,26.385684948804283,438.20577968028374,4.5656634029001e-10,0.0,0.004133971356297945,1.9660163118532714e-05,3462.301391106165,0.007620851557459117,0.0,0.0,0.05837764096760221,0.046875,0.8046875,6.022625742349192,438.20577968028374,0.0005436219170587561,0.0024039917854879345,11078.70296130509,182282.5611657994,0.796875,0.9609375,0.171875,0.0
ssprk3,6.000e-07,400.0,0.00023999222556802806,5.999805639200657e-07,0.0005,4006.779410286114,820417.8748169562,2714.9869109944357,45317.1904705024,34.77807975586447,83.27850150078638,69.55615951172894,7853.6069085620975,1.0479431539677115,0.0,0.09375,2714.9869109944357,64.93029782452184,32.33353464980837,548.4554716330022,6.45741238258779e-10,0.0,0.005341740007419029,1.9660163118532714e-05,4420.032948950991,0.007315224801091608,0.0,0.0,0.017145615723787713,0.0,0.0390625,5.37033727474045,548.4554716330022,0.0005102010695927575,0.00239161937538627,10525.923199312485,229323.89546493837,0.21875,0.953125,0.171875,0.0
