alpha,beta_r,beta_z,volume_exponent,thinnest_scale_exponent,energy_margin,critical_l3_margin,serrin_infinity_margin,dissipation_margin,time_term_exponent,inertial_term_exponent,viscous_term_exponent,balance_family,candidate_family,finite_energy_compatible,critical_l3_divergent,escapes_classical_serrin_scaling,finite_dissipation_compatible,generic_balance_compatible,passes_conditional_core_gates
0.5800000000000001,0.5800000000000001,0.34,1.5000000000000002,0.5800000000000001,0.3400000000000001,0.24,0.16000000000000014,0.17999999999999994,1.58,1.7400000000000002,1.7400000000000002,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.5800000000000001,0.5800000000000001,0.36,1.52,0.5800000000000001,0.3599999999999999,0.2200000000000002,0.16000000000000014,0.19999999999999973,1.58,1.7400000000000002,1.7400000000000002,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.5800000000000001,0.5800000000000001,0.38,1.54,0.5800000000000001,0.3799999999999999,0.20000000000000018,0.16000000000000014,0.21999999999999975,1.58,1.7400000000000002,1.7400000000000002,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.5800000000000001,0.5800000000000001,0.4,1.56,0.5800000000000001,0.3999999999999999,0.18000000000000016,0.16000000000000014,0.23999999999999977,1.58,1.7400000000000002,1.7400000000000002,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.5800000000000001,0.5800000000000001,0.42000000000000004,1.58,0.5800000000000001,0.41999999999999993,0.16000000000000014,0.16000000000000014,0.2599999999999998,1.58,1.7400000000000002,1.7400000000000002,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.5800000000000001,0.5800000000000001,0.44,1.6,0.5800000000000001,0.43999999999999995,0.14000000000000012,0.16000000000000014,0.2799999999999998,1.58,1.7400000000000002,1.7400000000000002,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.5800000000000001,0.5800000000000001,0.46,1.62,0.5800000000000001,0.45999999999999996,0.1200000000000001,0.16000000000000014,0.2999999999999998,1.58,1.7400000000000002,1.7400000000000002,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.5800000000000001,0.5800000000000001,0.48000000000000004,1.6400000000000001,0.5800000000000001,0.48,0.10000000000000009,0.16000000000000014,0.31999999999999984,1.58,1.7400000000000002,1.7400000000000002,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.5800000000000001,0.5800000000000001,0.5,1.6600000000000001,0.5800000000000001,0.5,0.08000000000000007,0.16000000000000014,0.33999999999999986,1.58,1.7400000000000002,1.7400000000000002,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.5800000000000001,0.5800000000000001,0.52,1.6800000000000002,0.5800000000000001,0.52,0.06000000000000005,0.16000000000000014,0.3599999999999999,1.58,1.7400000000000002,1.7400000000000002,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.5800000000000001,0.5800000000000001,0.54,1.7000000000000002,0.5800000000000001,0.54,0.040000000000000036,0.16000000000000014,0.3799999999999999,1.58,1.7400000000000002,1.7400000000000002,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.5800000000000001,0.5800000000000001,0.56,1.7200000000000002,0.5800000000000001,0.56,0.020000000000000018,0.16000000000000014,0.3999999999999999,1.58,1.7400000000000002,1.7400000000000002,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.4,0.4,1.2000000000000002,0.4,0.0,0.6000000000000001,0.20000000000000018,0.20000000000000018,1.6,1.6,1.4000000000000001,time_inertial,euler_like_type_ii,True,True,True,True,True,True
0.6000000000000001,0.42000000000000004,0.6000000000000001,1.4400000000000002,0.6000000000000001,0.24,0.3600000000000001,0.20000000000000018,0.039999999999999813,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.44,0.6000000000000001,1.48,0.6000000000000001,0.2799999999999998,0.3200000000000003,0.20000000000000018,0.07999999999999963,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.46,0.6000000000000001,1.52,0.6000000000000001,0.31999999999999984,0.28000000000000025,0.20000000000000018,0.11999999999999966,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.48000000000000004,0.6000000000000001,1.56,0.6000000000000001,0.3599999999999999,0.2400000000000002,0.20000000000000018,0.1599999999999997,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.5,0.6000000000000001,1.6,0.6000000000000001,0.3999999999999999,0.20000000000000018,0.20000000000000018,0.19999999999999973,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.52,0.6000000000000001,1.6400000000000001,0.6000000000000001,0.43999999999999995,0.16000000000000014,0.20000000000000018,0.23999999999999977,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.54,0.6000000000000001,1.6800000000000002,0.6000000000000001,0.48,0.1200000000000001,0.20000000000000018,0.2799999999999998,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.56,0.6000000000000001,1.7200000000000002,0.6000000000000001,0.52,0.08000000000000007,0.20000000000000018,0.31999999999999984,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.5800000000000001,0.6000000000000001,1.7600000000000002,0.6000000000000001,0.56,0.040000000000000036,0.20000000000000018,0.3599999999999999,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.6000000000000001,0.22,1.4200000000000002,0.6000000000000001,0.21999999999999997,0.3800000000000001,0.20000000000000018,0.019999999999999796,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.6000000000000001,0.24000000000000002,1.4400000000000002,0.6000000000000001,0.24,0.3600000000000001,0.20000000000000018,0.039999999999999813,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.6000000000000001,0.26,1.4600000000000002,0.6000000000000001,0.26,0.3400000000000001,0.20000000000000018,0.05999999999999983,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.6000000000000001,0.28,1.4800000000000002,0.6000000000000001,0.28,0.32000000000000006,0.20000000000000018,0.07999999999999985,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.6000000000000001,0.30000000000000004,1.5000000000000002,0.6000000000000001,0.30000000000000004,0.30000000000000004,0.20000000000000018,0.09999999999999987,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.6000000000000001,0.32,1.5200000000000002,0.6000000000000001,0.32000000000000006,0.28,0.20000000000000018,0.11999999999999988,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.6000000000000001,0.34,1.5400000000000003,0.6000000000000001,0.3400000000000001,0.26,0.20000000000000018,0.1399999999999999,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.6000000000000001,0.36,1.56,0.6000000000000001,0.3599999999999999,0.2400000000000002,0.20000000000000018,0.1599999999999997,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.6000000000000001,0.38,1.58,0.6000000000000001,0.3799999999999999,0.2200000000000002,0.20000000000000018,0.17999999999999972,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.6000000000000001,0.4,1.6,0.6000000000000001,0.3999999999999999,0.20000000000000018,0.20000000000000018,0.19999999999999973,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.6000000000000001,0.42000000000000004,1.62,0.6000000000000001,0.41999999999999993,0.18000000000000016,0.20000000000000018,0.21999999999999975,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.6000000000000001,0.44,1.6400000000000001,0.6000000000000001,0.43999999999999995,0.16000000000000014,0.20000000000000018,0.23999999999999977,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.6000000000000001,0.46,1.6600000000000001,0.6000000000000001,0.45999999999999996,0.14000000000000012,0.20000000000000018,0.2599999999999998,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.6000000000000001,0.48000000000000004,1.6800000000000002,0.6000000000000001,0.48,0.1200000000000001,0.20000000000000018,0.2799999999999998,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.6000000000000001,0.5,1.7000000000000002,0.6000000000000001,0.5,0.10000000000000009,0.20000000000000018,0.2999999999999998,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.6000000000000001,0.52,1.7200000000000002,0.6000000000000001,0.52,0.08000000000000007,0.20000000000000018,0.31999999999999984,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.6000000000000001,0.54,1.7400000000000002,0.6000000000000001,0.54,0.06000000000000005,0.20000000000000018,0.33999999999999986,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.6000000000000001,0.56,1.7600000000000002,0.6000000000000001,0.56,0.040000000000000036,0.20000000000000018,0.3599999999999999,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.6000000000000001,0.6000000000000001,0.5800000000000001,1.7800000000000002,0.6000000000000001,0.5800000000000001,0.020000000000000018,0.20000000000000018,0.3799999999999999,1.6,1.8000000000000003,1.8000000000000003,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.44,0.62,1.5,0.62,0.26,0.3599999999999999,0.24,0.020000000000000018,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.46,0.62,1.54,0.62,0.30000000000000004,0.31999999999999984,0.24,0.06000000000000005,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.48000000000000004,0.62,1.58,0.62,0.3400000000000001,0.2799999999999998,0.24,0.10000000000000009,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.5,0.62,1.62,0.62,0.3800000000000001,0.23999999999999977,0.24,0.14000000000000012,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.52,0.62,1.6600000000000001,0.62,0.42000000000000015,0.19999999999999973,0.24,0.18000000000000016,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.54,0.62,1.7000000000000002,0.62,0.4600000000000002,0.1599999999999997,0.24,0.2200000000000002,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.56,0.62,1.7400000000000002,0.62,0.5000000000000002,0.11999999999999966,0.24,0.26000000000000023,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.5800000000000001,0.62,1.7800000000000002,0.62,0.5400000000000003,0.07999999999999963,0.24,0.30000000000000027,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.6000000000000001,0.62,1.8200000000000003,0.62,0.5800000000000003,0.03999999999999959,0.24,0.3400000000000003,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.62,0.26,1.5,0.62,0.26,0.3599999999999999,0.24,0.020000000000000018,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.62,0.28,1.52,0.62,0.28,0.33999999999999986,0.24,0.040000000000000036,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.62,0.30000000000000004,1.54,0.62,0.30000000000000004,0.31999999999999984,0.24,0.06000000000000005,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.62,0.32,1.56,0.62,0.32000000000000006,0.2999999999999998,0.24,0.08000000000000007,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.62,0.34,1.58,0.62,0.3400000000000001,0.2799999999999998,0.24,0.10000000000000009,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.62,0.36,1.6,0.62,0.3600000000000001,0.2599999999999998,0.24,0.1200000000000001,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.62,0.38,1.62,0.62,0.3800000000000001,0.23999999999999977,0.24,0.14000000000000012,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.62,0.4,1.6400000000000001,0.62,0.40000000000000013,0.21999999999999975,0.24,0.16000000000000014,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.62,0.42000000000000004,1.6600000000000001,0.62,0.42000000000000015,0.19999999999999973,0.24,0.18000000000000016,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.62,0.44,1.68,0.62,0.43999999999999995,0.17999999999999994,0.24,0.19999999999999996,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.62,0.46,1.7,0.62,0.45999999999999996,0.15999999999999992,0.24,0.21999999999999997,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.62,0.48000000000000004,1.72,0.62,0.48,0.1399999999999999,0.24,0.24,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.62,0.5,1.74,0.62,0.5,0.11999999999999988,0.24,0.26,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.62,0.52,1.76,0.62,0.52,0.09999999999999987,0.24,0.28,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.62,0.54,1.78,0.62,0.54,0.07999999999999985,0.24,0.30000000000000004,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.62,0.56,1.8,0.62,0.56,0.05999999999999983,0.24,0.32000000000000006,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.62,0.5800000000000001,1.82,0.62,0.5800000000000001,0.039999999999999813,0.24,0.3400000000000001,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.62,0.62,0.6000000000000001,1.84,0.62,0.6000000000000001,0.019999999999999796,0.24,0.3600000000000001,1.62,1.8599999999999999,1.8599999999999999,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.48000000000000004,0.64,1.6,0.64,0.32000000000000006,0.31999999999999984,0.28,0.040000000000000036,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.5,0.64,1.6400000000000001,0.64,0.3600000000000001,0.2799999999999998,0.28,0.08000000000000007,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.52,0.64,1.6800000000000002,0.64,0.40000000000000013,0.23999999999999977,0.28,0.1200000000000001,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.54,0.64,1.7200000000000002,0.64,0.44000000000000017,0.19999999999999973,0.28,0.16000000000000014,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.56,0.64,1.7600000000000002,0.64,0.4800000000000002,0.1599999999999997,0.28,0.20000000000000018,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.5800000000000001,0.64,1.8000000000000003,0.64,0.5200000000000002,0.11999999999999966,0.28,0.2400000000000002,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.6000000000000001,0.64,1.8400000000000003,0.64,0.5600000000000003,0.07999999999999963,0.28,0.28000000000000025,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.62,0.64,1.88,0.64,0.5999999999999999,0.040000000000000036,0.28,0.31999999999999984,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.64,0.30000000000000004,1.58,0.64,0.30000000000000004,0.33999999999999986,0.28,0.020000000000000018,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.64,0.32,1.6,0.64,0.32000000000000006,0.31999999999999984,0.28,0.040000000000000036,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.64,0.34,1.62,0.64,0.3400000000000001,0.2999999999999998,0.28,0.06000000000000005,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.64,0.36,1.6400000000000001,0.64,0.3600000000000001,0.2799999999999998,0.28,0.08000000000000007,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.64,0.38,1.6600000000000001,0.64,0.3800000000000001,0.2599999999999998,0.28,0.10000000000000009,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.64,0.4,1.6800000000000002,0.64,0.40000000000000013,0.23999999999999977,0.28,0.1200000000000001,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.64,0.42000000000000004,1.7000000000000002,0.64,0.42000000000000015,0.21999999999999975,0.28,0.14000000000000012,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.64,0.44,1.72,0.64,0.43999999999999995,0.19999999999999996,0.28,0.15999999999999992,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.64,0.46,1.74,0.64,0.45999999999999996,0.17999999999999994,0.28,0.17999999999999994,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.64,0.48000000000000004,1.76,0.64,0.48,0.15999999999999992,0.28,0.19999999999999996,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.64,0.5,1.78,0.64,0.5,0.1399999999999999,0.28,0.21999999999999997,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.64,0.52,1.8,0.64,0.52,0.11999999999999988,0.28,0.24,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.64,0.54,1.82,0.64,0.54,0.09999999999999987,0.28,0.26,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.64,0.56,1.84,0.64,0.56,0.07999999999999985,0.28,0.28,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.64,0.5800000000000001,1.86,0.64,0.5800000000000001,0.05999999999999983,0.28,0.30000000000000004,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.64,0.6000000000000001,1.8800000000000001,0.64,0.6000000000000001,0.039999999999999813,0.28,0.32000000000000006,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.64,0.64,0.62,1.9,0.64,0.6199999999999999,0.020000000000000018,0.28,0.33999999999999986,1.6400000000000001,1.92,1.92,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.5,0.66,1.6600000000000001,0.66,0.3400000000000001,0.31999999999999984,0.32000000000000006,0.020000000000000018,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.52,0.66,1.7000000000000002,0.66,0.3800000000000001,0.2799999999999998,0.32000000000000006,0.06000000000000005,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.54,0.66,1.7400000000000002,0.66,0.42000000000000015,0.23999999999999977,0.32000000000000006,0.10000000000000009,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.56,0.66,1.7800000000000002,0.66,0.4600000000000002,0.19999999999999973,0.32000000000000006,0.14000000000000012,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.5800000000000001,0.66,1.8200000000000003,0.66,0.5000000000000002,0.1599999999999997,0.32000000000000006,0.18000000000000016,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.6000000000000001,0.66,1.8600000000000003,0.66,0.5400000000000003,0.11999999999999966,0.32000000000000006,0.2200000000000002,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.62,0.66,1.9,0.66,0.5799999999999998,0.08000000000000007,0.32000000000000006,0.2599999999999998,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.64,0.66,1.94,0.66,0.6199999999999999,0.040000000000000036,0.32000000000000006,0.2999999999999998,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.66,0.34,1.6600000000000001,0.66,0.3400000000000001,0.31999999999999984,0.32000000000000006,0.020000000000000018,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.66,0.36,1.6800000000000002,0.66,0.3600000000000001,0.2999999999999998,0.32000000000000006,0.040000000000000036,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.66,0.38,1.7000000000000002,0.66,0.3800000000000001,0.2799999999999998,0.32000000000000006,0.06000000000000005,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.66,0.4,1.7200000000000002,0.66,0.40000000000000013,0.2599999999999998,0.32000000000000006,0.08000000000000007,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.66,0.42000000000000004,1.7400000000000002,0.66,0.42000000000000015,0.23999999999999977,0.32000000000000006,0.10000000000000009,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.66,0.44,1.76,0.66,0.43999999999999995,0.21999999999999997,0.32000000000000006,0.11999999999999988,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.66,0.46,1.78,0.66,0.45999999999999996,0.19999999999999996,0.32000000000000006,0.1399999999999999,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.66,0.48000000000000004,1.8,0.66,0.48,0.17999999999999994,0.32000000000000006,0.15999999999999992,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.66,0.5,1.82,0.66,0.5,0.15999999999999992,0.32000000000000006,0.17999999999999994,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.66,0.52,1.84,0.66,0.52,0.1399999999999999,0.32000000000000006,0.19999999999999996,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.66,0.54,1.86,0.66,0.54,0.11999999999999988,0.32000000000000006,0.21999999999999997,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.66,0.56,1.8800000000000001,0.66,0.56,0.09999999999999987,0.32000000000000006,0.24,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.66,0.5800000000000001,1.9000000000000001,0.66,0.5800000000000001,0.07999999999999985,0.32000000000000006,0.26,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.66,0.6000000000000001,1.9200000000000002,0.66,0.6000000000000001,0.05999999999999983,0.32000000000000006,0.28,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.66,0.62,1.94,0.66,0.6199999999999999,0.040000000000000036,0.32000000000000006,0.2999999999999998,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.66,0.66,0.64,1.96,0.66,0.6399999999999999,0.020000000000000018,0.32000000000000006,0.31999999999999984,1.6600000000000001,1.98,1.98,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.68,0.54,0.6799999999999999,1.76,0.6799999999999999,0.3999999999999999,0.28,0.3600000000000001,0.04000000000000026,1.6800000000000002,2.04,2.04,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
0.68,0.56,0.6799999999999999,1.8,0.6799999999999999,0.43999999999999995,0.24,0.3600000000000001,0.0800000000000003,1.6800000000000002,2.04,2.04,inertial_viscous,quasi_steady_viscous_inertial,True,True,True,True,True,True
