distance,frobenius_norm,distance5_times_frobenius,normalized_transverse_stretch,trace
2.0,0.07309657511565713,2.3390904037010283,12.0,0.0
4.0,0.0022842679723642854,2.3390904037010283,12.0,0.0
8.0,7.138337413638392e-05,2.3390904037010283,12.0,0.0
16.0,2.2307304417619975e-06,2.3390904037010283,12.0,0.0
