nr,nz,step,time,dt,viscosity,energy,enstrophy,max_abs_u1,max_abs_omega1,max_abs_psi1,max_abs_u_r,max_abs_u_z,max_cartesian_vorticity,amplification,argmax_u1_r,argmax_u1_z,argmax_u1_value,circulation_max,divergence_residual_max,axis_parity_defect,odd_symmetry_defect,wall_u1_max_abs,advective_cfl,viscous_cfl
129,256,250.0,0.00024999999999999957,1e-06,0.0005,4007.589496051458,828399.9461143983,2672.818960561316,47655.0082412254,35.947652692465375,88.80142060854791,71.89530538493075,7971.133759189812,1.055135119746292,0.0,0.09375,2672.818960561316,64.93388026391717,8.628396741496545,74.59584305994213,8.294591680169106e-10,0.0,0.018405198178542272,0.000131072
129,256,275.0,0.0002750000000000002,1e-06,0.0005,4007.505750478668,838764.379658309,2574.95084658081,51276.70809404738,38.94594288298852,96.3944675668434,77.89188576597704,8055.202484158358,1.0662632562029584,0.0,0.1015625,2574.95084658081,64.92968406516198,9.085996868249822,82.87815683009103,8.294591680169106e-10,0.0,0.01994032275609012,0.000131072
129,256,300.0,0.0003000000000000008,1e-06,0.0005,4007.417226070711,849935.3844988977,2481.391449470042,54621.26505218419,41.80143446867835,103.67248584306043,83.6028689373567,8145.9656432827405,1.0782775316704662,0.0,0.109375,2481.391449470042,64.92264489091939,9.458371849739251,92.73760885791853,8.949427865445614e-10,0.0,0.021402334447963314,0.000131072
129,256,325.0,0.0003250000000000014,1e-06,0.0005,4007.3242743855967,861877.1675418873,2395.627782686497,57682.462583276596,44.511538102929535,110.6275473035787,89.02307620585907,8243.102444606926,1.091135483072775,0.0,0.1171875,2395.6277826864944,64.90721681110671,9.747650005539072,104.1550033944659,9.822542779147625e-10,0.0,0.02278990750869992,0.000131072
129,256,350.0,0.000350000000000002,1e-06,0.0005,4007.2272619156547,874555.1705255767,2318.575869495052,60457.855583202276,47.09177740258624,117.25545212612366,94.18355480517248,8346.280641250807,1.1047931310510863,0.0,0.125,2318.57586949505,64.8953838228851,9.956818037466746,116.89972806209698,1.0550138540565968e-09,0.0,0.024110990030124152,0.000131072
129,256,375.0,0.0003750000000000026,1e-06,0.0005,4007.1265645699614,887936.4696804979,2249.653899765892,62948.891478627935,49.53667013528704,123.55551770546214,99.07334027057408,8455.160243698245,1.1192054713576154,0.0,0.1328125,2249.653899765891,64.91946566771034,10.089447566251692,130.97217485448346,1.0477378964424133e-09,0.0,0.025362775109266964,0.000131072
129,256,400.0,0.0004000000000000032,1e-06,0.0005,4007.022561977863,901990.0560367134,2187.5903933659924,65160.92444551763,51.84076504336839,129.53031473709166,103.68153008673679,8569.397310889397,1.1343269766806492,0.0,0.140625,2187.5903933659915,64.93428228112917,10.149446500520753,146.7075363039039,1.1496013030409813e-09,0.0,0.026542471702204615,0.000131072
129,256,425.0,0.0004250000000000038,1e-06,0.0005,4006.915631786236,916687.0028197254,2131.3845067877987,67103.0616970982,54.0280241131305,135.21461127765545,108.056048226261,8688.647748207637,1.1501120993822367,0.0,0.14453125,2131.384506787798,64.9371605051765,10.140842111882193,162.01564423786476,1.2150849215686321e-09,0.0,0.027662348345922814,0.000131072
129,256,450.0,0.00045000000000000443,1e-06,0.0005,4006.8061441062173,932000.5314248037,2080.3464762224717,68887.48833775171,56.09062567387231,140.67072708494814,112.18125134774462,8812.57103532091,1.1665157649507478,0.0,0.15234375,2080.3464762224717,64.92510144071363,10.06759896960375,180.70466582244262,1.3169483281672e-09,0.0,0.028718400345022623,0.000131072
129,256,475.0,0.00047500000000000504,1e-06,0.0005,4006.6944562417607,947905.9910561857,2045.2114613429228,70567.617528652,58.02556858519452,145.82875674484728,116.05113717038904,8940.833804158086,1.1834938456158701,0.0,0.046875,2045.2114613429228,64.89475776162836,9.933472062498367,198.00645028054714,1.433363649994135e-09,0.0,0.029709091115619594,0.000131072
129,256,500.0,0.0005,9.999999999943865e-07,0.0005,4006.580907806743,964380.7692691187,2032.5478866490107,72022.9915557371,59.86665331242635,150.69849987801337,119.7333066248527,9073.113187366776,1.2010036035823521,0.0,0.04296875,2032.5478866490107,64.91032394546379,9.813547861568168,243.06292300438508,1.3387762010097504e-09,0.0,0.030651726495790226,0.00013107199999926421
129,256,525.0,0.0005250000000000006,1e-06,0.0005,4006.4658163124436,981404.1514736686,2026.7471885886002,73268.44594717286,61.594124276495194,155.29131496563906,123.18824855299039,9209.099860563134,1.2190040937311364,0.0,0.04296875,2026.7471885886002,64.93173801240984,9.801380743410846,299.8803129894659,1.6880221664905548e-09,0.0,0.03153619162956554,0.000131072
129,256,550.0,0.0005500000000000012,1e-06,0.0005,4006.3494732852796,998957.1471382733,2024.3896258399159,74320.33782735866,63.21424841217234,159.61981485681028,126.42849682434468,9348.50070753843,1.2374565164114657,0.0,0.04296875,2024.3896258399159,64.93271033287076,9.896194654356805,364.1089587500319,1.7316779121756554e-09,0.0,0.03236569518703224,0.000131072
129,256,575.0,0.0005750000000000018,1e-06,0.0005,4006.2321409564474,1017022.2991988988,2025.0068395144165,75195.81915663222,64.7582704677148,163.69757007506797,129.5165409354296,9491.041046164068,1.2563245120828528,0.0,0.04296875,2025.0068395144165,64.9090057594569,10.099413037594786,436.77965123951435,1.6880221664905548e-09,0.0,0.03315623447946997,0.000131072
129,256,600.0,0.0006000000000000024,1e-06,0.0005,4006.1140495503887,1035583.4912799953,2028.1197095100986,75912.17041906832,66.20378422337032,167.53882470729758,132.40756844674064,9636.466363700481,1.275574391017079,0.0,0.04296875,2028.1197095100986,64.8772779219156,10.371681301168792,524.1074005132541,1.8189894035458565e-09,0.0,0.0338963375223656,0.000131072
129,256,625.0,0.000625000000000003,1e-06,0.0005,4005.995395187071,1054625.765002364,2033.2614277547336,76486.24351580194,67.56176066464603,171.15822882370696,135.12352132929206,9784.543523092228,1.295175292974893,0.0,0.04296875,2033.2614277547336,64.9141353508755,10.679152919197804,622.5240466389805,1.8480932340025902e-09,0.0,0.03459162146029877,0.000131072
129,256,650.0,0.0006500000000000037,1e-06,0.0005,4005.876338402999,1074135.1571023052,2039.99429778118,77113.64084953767,68.85828968904977,174.57059054474857,137.71657937809954,9935.06141602144,1.3150992736503804,0.0,0.04296875,2039.99429778118,64.92341961343136,11.091480459141167,733.2401081500575,1.9208528101444244e-09,0.0,0.03525544432079348,0.000131072
129,256,675.0,0.0006750000000000043,1e-06,0.0005,4005.757003286456,1094098.5634954884,2047.9205171522083,77644.73178390677,70.07298020664429,177.79065005135362,140.14596041328858,10087.831053315236,1.3353213166381486,0.0,0.04296875,2047.9205171522078,64.89984769108311,11.518439573423166,857.644703055732,1.8335413187742233e-09,0.0,0.035877365865801876,0.000131072
129,256,700.0,0.0007000000000000049,1e-06,0.0005,4005.6374772131594,1114503.6349307243,2056.6878204760087,78066.5022013054,71.21191293421649,180.8328770425856,142.42382586843297,10242.685098040096,1.3558192716292552,0.0,0.04296875,2056.6878204760083,64.84895662459161,11.98696002304132,997.3384611075744,1.979060471057892e-09,0.0,0.03646049942231884,0.000131072
129,256,725.0,0.0007250000000000055,1e-06,0.0005,4005.5178111588707,1135338.7065996358,2065.991102379179,78390.9110502402,72.30782460277683,183.71129239513115,144.61564920555367,10399.476860560459,1.3765737213876004,0.0,0.04296875,2065.991102379178,64.89549869536663,12.54032383190679,1155.4149636663496,2.0372681319713593e-09,0.0,0.03702160619662174,0.000131072
129,256,750.0,0.0007500000000000061,1e-06,0.0005,4005.398020555404,1156592.762070858,2075.5711217649045,78628.72058894567,73.33669104788864,186.43931408767827,146.67338209577727,10558.078787342401,1.3975677817136019,0.0,0.04296875,2075.5711217649014,64.90548890523864,13.086396411881651,1338.394097304903,2.0081643015146255e-09,0.0,0.03754838581651898,0.000131072
129,256,775.0,0.0007750000000000067,1e-06,0.0005,4005.278086646432,1178255.4302451843,2085.2112703997955,78804.89173017527,74.30298622160223,189.02962683482838,148.60597244320445,10718.380485806114,1.4187868399948713,0.0,0.04296875,2085.211270399791,64.8724388752372,13.627012143138927,1543.7346136765555,2.0954757928848267e-09,0.0,0.03804312894546034,0.000131072
129,256,800.0,0.0008000000000000073,1e-06,0.0005,4005.1579582897652,1200317.0126999484,2095.4282849835945,79037.91681437874,75.22549902282688,191.49407434192895,150.45099804565376,10880.286335674886,1.440218239021636,0.015625,0.04296875,2095.4282849835936,64.83078824157536,14.305425986132832,1774.270641724579,2.0372681319713593e-09,0.0,0.03851545549968736,0.000131072
129,256,825.0,0.0008250000000000079,1e-06,0.0005,4005.0375541441877,1222768.5378063386,2107.093266153481,79345.4199894935,76.1059672573432,193.8435726525968,152.2119345146864,11043.71274280277,1.461850913477235,0.0234375,0.04296875,2107.093266153481,64.87875320773524,14.984638483812887,2033.3080140622333,2.35741026699543e-09,0.0,0.038966255235759716,0.000131072
129,256,850.0,0.0008500000000000085,1e-06,0.0005,4004.916765171846,1245601.8373471594,2120.2023358524516,79926.11261206007,76.93570122015794,196.08804271908102,153.87140244031588,11208.585094334598,1.4836749868941221,0.03125,0.04296875,2120.202335852451,64.87906765095218,15.665957437578982,2324.7073658574373,2.2264430299401283e-09,0.0,0.03939107902472086,0.000131072
129,256,875.0,0.0008750000000000091,1e-06,0.0005,4004.795457382257,1268809.6410088816,2134.1333714079437,80559.92816562376,77.71831328998996,198.23636008197047,155.43662657997993,11374.834474379364,1.5056813369091433,0.03125,0.04296875,2134.1333714079437,64.8264095068645,16.350934246513134,2652.9739136537537,2.066371962428093e-09,0.0,0.03979177640447486,0.000131072
129,256,900.0,0.0009000000000000097,1e-06,0.0005,4004.673474741391,1292385.684037939,2150.15309304164,81279.09425664529,78.46801225394621,200.2963193961793,156.93602450789243,11542.394197435522,1.5278611363947165,0.0390625,0.04296875,2150.1530930416393,64.82207128659638,17.072016314468783,3023.3607501583174,2.1245796233415604e-09,0.0,0.04017562227402046,0.000131072
129,256,925.0,0.0009250000000000103,1e-06,0.0005,4004.5506421692617,1316324.8234999396,2166.838511760924,82122.55857952792,79.18889021020496,202.27461147747456,158.37778042040992,11711.19621299509,1.5502053775380196,0.0390625,0.04296875,2166.838511760923,64.86062221854009,17.9066950705801,3442.005208387971,2.3137545213103294e-09,0.0,0.040544711787624935,0.000131072
129,256,950.0,0.000950000000000011,1e-06,0.0005,4004.4267685517875,1340623.1589229803,2184.189298037041,83174.60990996068,79.87160317038692,204.1768105586355,159.74320634077384,11881.16742956678,1.5727043852537077,0.046875,0.04296875,2184.189298037041,64.84206710813814,18.756274102015595,3916.1176992347464,2.444721758365631e-09,0.0,0.0408942608232381,0.000131072
129,256,975.0,0.0009750000000000116,1e-06,0.0005,4004.3016496973987,1365278.1536035792,2204.1881648739413,84325.21855003049,80.51894621441518,206.007369525888,161.03789242883036,12056.516750911596,1.5959152900966092,0.046875,0.04296875,2204.1881648739413,64.76008641556025,19.62343463293655,4454.213953652419,2.5756889954209328e-09,0.0,0.04122570046178057,0.000131072
129,256,1000.0,0.001,9.99999999990375e-07,0.0005,4004.1750711753507,1390288.7534683929,2224.7837972988314,85542.01652396722,81.13354279503446,207.76962104352003,162.26708559006892,12239.749962354854,1.6201697816580867,0.046875,0.04296875,2224.7837972988314,64.8171752716074,20.511233074619668,5066.336206623353,2.1973391994833946e-09,0.0,0.04154037391065781,0.00013107199999873843
129,256,1025.0,0.001024999999999998,1e-06,0.0005,4004.0468109807316,1415655.5010820215,2248.1412728775886,86829.938378405,81.72464266975976,209.66463363247072,163.44928533951952,12425.070732251907,1.6447006023222575,0.0546875,0.0390625,2248.1412728775867,64.83407881864218,21.423006646047725,5764.197272516787,2.4883775040507317e-09,0.0,0.041843017046916994,0.000131072
129,256,1050.0,0.0010499999999999958,1e-06,0.0005,4003.9166419801627,1441380.6431389432,2273.8800152124286,88193.85752320953,82.29808423945202,211.54967209947193,164.59616847890405,12612.388906117627,1.669495818383536,0.0546875,0.0390625,2273.880015212428,64.78360364692601,22.362191146512487,6561.261766024865,2.6338966563344e-09,0.0,0.042136619130599434,0.000131072
129,256,1075.0,0.0010749999999999937,1e-06,0.0005,4003.7843341016646,1467468.2305493548,2300.734555440171,89698.84193985064,82.84480575563497,213.39416474968516,165.68961151126993,12801.588430415464,1.6945400678914293,0.0546875,0.0390625,2300.734555440171,64.74574311888628,23.332201208235347,7472.9409974217415,2.939486876130104e-09,0.0,0.0424165405468851,0.000131072
129,256,1100.0,0.0010999999999999916,1e-06,0.0005,4003.649656241774,1493924.2110002795,2328.77993922805,91476.0937767065,83.36677657918666,215.19739962008506,166.73355315837333,12992.523569881854,1.7198140599395968,0.0546875,0.0390625,2328.77993922805,64.80638708940464,24.43450391474107,8517.18715082854,3.230525180697441e-09,0.0,0.04268378960854357,0.000131072
129,256,1125.0,0.0011249999999999895,1e-06,0.0005,4003.5123778721418,1520756.5146278478,2358.815502115015,93353.53811091809,83.86583168410212,216.95757374838706,167.73166336820424,13198.521815864433,1.7470819481106827,0.0625,0.0390625,2358.815502115015,64.78882323858993,25.59927376287669,9715.622870962135,3.332388587296009e-09,0.0,0.042939305822260285,0.000131072
129,256,1150.0,0.0011499999999999874,1e-06,0.0005,4003.3722703364206,1547975.1341602174,2391.047533815697,95336.00491228329,84.34367847498626,218.6717869104221,168.68735694997252,13411.751183817709,1.7753070163990454,0.0625,0.0390625,2391.047533815695,64.68079469424195,26.809565678482613,11094.85957994964,3.943569026887417e-09,0.0,0.04318396337919297,0.000131072
129,256,1175.0,0.0011749999999999853,1e-06,0.0005,4003.2291078357644,1575592.201575667,2424.6737163143093,97428.26317651797,84.80190371095429,220.5796829967254,169.60380742190858,13627.72078347623,1.8038948078326713,0.0625,0.0390625,2424.6737163143057,64.75394026638445,28.068936494579248,12687.120213798247,4.103640094399452e-09,0.0,0.043418574700008594,0.000131072
129,256,1200.0,0.0011999999999999832,1e-06,0.0005,4003.0826681076987,1603622.0639636116,2459.761588873218,99634.95260148439,85.24198044164508,222.5873404159544,170.48396088329017,13846.179056795932,1.8328120237949563,0.0625,0.0390625,2459.761588873214,64.7769004334911,29.38252732890396,14529.305563748814,4.307366907596588e-09,0.0,0.04364389398612228,0.000131072
129,256,1225.0,0.001224999999999981,1e-06,0.0005,4002.9327328083505,1632081.3618791006,2496.3783063966425,101960.49898715019,85.67445201072458,224.56473897313833,171.34890402144916,14078.255381654464,1.8635318546518373,0.0625,0.0390625,2496.378306396639,64.70381185804216,30.757788364553562,16680.317596080713,4.642060957849026e-09,0.0,0.043865319429490984,0.000131072
129,256,1250.0,0.001249999999999979,1e-06,0.0005,4002.7790876117933,1660989.114050124,2536.6363503430725,104409.02178076224,86.09156945026271,226.50535392286298,172.18313890052542,14327.563582711578,1.896532660625374,0.0625,0.03515625,2536.6363503430725,64.66691544178818,32.20397871348905,19178.830997462384,4.394678398966789e-09,0.0,0.0440788835585345,0.000131072
129,256,1275.0,0.0012749999999999769,1e-06,0.0005,4002.621522043068,1690366.8128436024,2581.2515678597847,106984.23595717271,86.49348013226663,228.4013845369785,172.98696026453325,14580.505114847943,1.930014408876283,0.0625,0.03515625,2581.2515678597847,64.74655258051637,33.73041113139334,22077.2906411062,5.529727786779404e-09,0.0,0.04428466182772051,0.000131072
129,256,1300.0,0.0012999999999999748,1e-06,0.0005,4002.4598290626586,1720238.5354363478,2628.077424943177,109816.23300928659,86.88127389018332,230.46931270733313,173.76254778036665,14836.668183993752,1.9639225904227449,0.0625,0.03515625,2628.077424943177,64.71432360491522,35.3444155759571,25449.490748035256,5.791662260890007e-09,0.0,0.04448321223177386,0.000131072
129,256,1325.0,0.0013249999999999727,1e-06,0.0005,4002.293804420676,1750631.076190942,2677.215673294219,113006.88109120741,87.25596144004865,232.79735698041503,174.5119228800973,15118.683805102968,2.001252861766685,0.0625,0.03515625,2677.215673294219,64.5653516255379,37.05049450204024,29379.461506695487,5.0495145842432976e-09,0.0,0.044675052257304906,0.000131072
129,256,1350.0,0.0013499999999999706,1e-06,0.0005,4002.1232457981737,1781574.1063276886,2728.7640317698465,116465.35950219072,87.61847985332861,235.0924092372004,175.23695970665722,15416.726158017982,2.040704583846985,0.0625,0.03515625,2728.7640317698465,64.6810769629617,38.85158341209535,33953.96318596788,5.718902684748173e-09,0.0,0.04486066168490425,0.000131072
129,256,1375.0,0.0013749999999999685,1e-06,0.0005,4001.9479517515415,1813100.3676442935,2782.813813139557,120117.1680635521,87.96969776491186,237.34247051914076,175.9393955298237,15719.39124852215,2.0807682154657567,0.0625,0.03515625,2782.813813139557,64.71040863328724,40.75193976257651,39256.34532945044,6.897607818245888e-09,0.0,0.045040485255634866,0.000131072
129,256,1400.0,0.0013999999999999664,1e-06,0.0005,4001.767720473507,1845245.90780432,2839.448607022801,123967.28792726676,88.31042030486,239.53361829243224,176.62084060972,16031.223689647404,2.122045324851626,0.0625,0.03515625,2839.448607022801,64.60497274652367,42.75995579742812,45370.95781305758,8.09086486697197e-09,0.0,0.04521493519608832,0.000131072
129,256,1425.0,0.0014249999999999643,1e-06,0.0005,4001.5823483813824,1878050.3656409497,2898.744213601261,128018.87877129468,88.6413937477314,242.05144237733123,177.2827874954628,16388.264025185163,2.1693065813520036,0.0625,0.03515625,2898.744213601261,64.56383143263889,46.60478039128793,52404.17882919358,7.377821020781994e-09,0.0,0.045384393598838474,0.000131072
129,256,1450.0,0.0014499999999999622,1e-06,0.0005,4001.391628539531,1911557.3160607126,2960.768850019688,132272.65966503412,88.96330987769394,244.84132023939378,177.9266197553879,16751.964242218077,2.2174494031442427,0.0625,0.03515625,2960.768850019688,64.67084490530962,50.88404508685471,60516.197291271295,8.527422323822975e-09,0.0,0.045549214657379294,0.000131072
129,256,1475.0,0.00147499999999996,1e-06,0.0005,4001.1953489189236,1945814.6855531984,3027.2133046849062,136726.12250827465,89.27681007130121,247.5824204135168,178.55362014260243,17121.44292323255,2.2663571174184454,0.0625,0.03125,3027.2133046849062,64.63434287779393,55.49168347978684,69942.49934786232,8.381903171539307e-09,0.0,0.04570972675650622,0.000131072
129,256,1500.0,0.0015,1.000000000041983e-06,0.0005,4000.9932904918824,1980875.251108193,3104.752849354722,141855.9241303555,89.58248910279583,250.2540121868376,179.16497820559167,17536.489150481975,2.3212965857449164,0.0625,0.03125,3104.752849354722,64.44139533569657,60.4610589362519,80978.654021102,8.993083611130714e-09,0.0,0.045866234422557065,0.0001310720000055028
129,256,1525.0,0.001524999999999998,1e-06,0.0005,4000.785225154721,2016797.2376281125,3186.211920230089,147660.66155605693,89.88089867916801,252.83188259877173,179.76179735833603,17981.243700330764,2.3801685303627553,0.0625,0.03125,3186.211920230089,64.58149275000223,65.83033671019984,93918.98422090989,8.905772119760513e-09,0.0,0.046019020123734024,0.000131072
129,256,1550.0,0.0015499999999999958,1e-06,0.0005,4000.5709134649874,2053645.0318551587,3271.6467098788853,153782.67602032496,90.1725507140264,256.18972570243767,180.3451014280528,18434.573541536018,2.440175582149237,0.0625,0.03125,3271.6467098788853,64.6359036632188,71.6433938158907,108977.67168021761,1.0826624929904938e-08,0.0,0.04616834596558152,0.000131072
129,256,1575.0,0.0015749999999999937,1e-06,0.0005,4000.3501021732322,2091490.034603113,3361.070185773237,160213.12821181418,90.45792035063859,259.60018964015256,180.91584070127718,18915.892104716815,2.5038874875243513,0.0625,0.03125,3361.070185773237,64.52612725501785,77.9509400392335,126256.40559251327,1.123407855629921e-08,0.0,0.04631445521952696,0.000131072
129,256,1600.0,0.0015999999999999916,1e-06,0.0005,4000.1225215208033,2130411.6779666618,3454.4468206728448,166930.9736697762,90.73744874537309,262.92369188989204,181.47489749074617,19470.278252190037,2.577271313686528,0.0625,0.03125,3454.4468206728448,64.4206315185111,84.81190471579976,145819.49542222917,1.1335941962897778e-08,0.0,0.046457573757631015,0.000131072
129,256,1625.0,0.0016249999999999895,1e-06,0.0005,3999.887882263843,2170498.640536767,3551.6826968286,173898.292443195,91.0115456231882,266.12220358398406,182.0230912463764,20037.69308161483,2.6523797401761375,0.0625,0.03125,3551.6826968286,64.58449644271403,92.29515549802454,167874.16686266195,1.1663360055536032e-08,0.0,0.046597911359072354,0.000131072
129,256,1650.0,0.0016499999999999874,1e-06,0.0005,3999.645872368255,2211850.3019996616,3659.258513958318,182324.76612503224,91.28059161680687,269.73474664372606,182.56118323361375,20615.97007554386,2.7289259861267072,0.0625,0.02734375,3659.258513958318,64.57861923137867,100.48163254596602,192955.0255879229,1.2456439435482025e-08,0.0,0.04673566290780512,0.000131072
129,256,1675.0,0.0016749999999999853,1e-06,0.0005,3999.3961533020706,2254578.4895486273,3782.8075124442735,191536.29047006866,91.544940400854,274.06718881575017,183.089880801708,21309.08069854759,2.820672704008255,0.0625,0.02734375,3782.8075124442735,64.44143602963906,109.46701667382695,221951.44510318898,1.3715180102735758e-08,0.0,0.046871009485237244,0.000131072
129,256,1700.0,0.0016999999999999832,1e-06,0.0005,3999.138355834547,2298809.583238541,3911.7346922492475,201274.51978819596,91.80492063166767,278.28240780035804,183.60984126333534,22035.7037750132,2.916855449143231,0.0625,0.02734375,3911.7346922492475,64.43533689186425,119.36512187111293,256791.5170825757,1.7229467630386353e-08,0.0,0.047004119363413845,0.000131072
129,256,1725.0,0.001724999999999981,1e-06,0.0005,3998.872075237477,2344687.0670216796,4045.5235442760372,212490.3939322106,92.06083770288822,282.316440217459,184.12167540577644,22779.403778289896,3.0152986588193955,0.0625,0.02734375,4045.5235442760372,64.56501549407781,130.3123228531722,296239.7096817577,1.8961145542562008e-08,0.0,0.047135148903878765,0.000131072
129,256,1750.0,0.001749999999999979,1e-06,0.0005,3998.596865760983,2392374.638562575,4189.131649475922,225702.99131294535,92.31297532599265,286.42732681996745,184.6259506519853,23634.70157477563,3.128514014398304,0.0546875,0.02734375,4189.131649475896,64.53130400029845,142.47347118653306,340846.21972086653,2.3836037144064903e-08,0.0,0.04726424336690824,0.000131072
129,256,1775.0,0.001774999999999977,1e-06,0.0005,3998.312234191501,2442060.02713823,4360.733254503775,239731.15503777325,92.56159694284165,292.05856588492793,185.1231938856833,24590.880679482732,3.2550829799461325,0.0546875,0.02734375,4360.733254503747,64.4139552031424,156.0498288967019,391820.5076766368,2.287561073899269e-08,0.0,0.04739153763473492,0.000131072
129,256,1800.0,0.0017999999999999748,1e-06,0.0005,3998.0176321726717,2493959.7202333272,4541.784264784386,254447.7430264624,92.80694697350816,297.5112615842119,185.61389394701632,25574.511682872006,3.385285740042934,0.0546875,0.02734375,4541.784264784373,64.43656952716273,171.28943306367,448469.47085669823,2.6106135919690132e-08,0.0,0.04751715685043618,0.000131072
129,256,1825.0,0.0018249999999999727,1e-06,0.0005,3997.7124468402335,2548324.873393385,4731.508916145558,269613.3434753865,93.04925189905224,302.66614349243673,187.6121654914283,26669.95929966127,3.530289611165304,0.0546875,0.02734375,4731.508916145558,64.54077715637453,188.50000784713484,512050.0192984501,2.9132934287190437e-08,0.0,0.04802871436580564,0.000131072
129,256,1850.0,0.0018499999999999706,1e-06,0.0005,3997.3959893478964,2605448.78308134,4963.85565828856,289538.98849339754,94.50435717319301,307.9370712476212,191.1336538333465,27972.07613708174,3.702650187048421,0.0546875,0.0234375,4963.85565828856,64.51254955953438,208.0644996176743,585129.0081174364,3.614695742726326e-08,0.0,0.048930215381336704,0.000131072
129,256,1875.0,0.0018749999999999685,1e-06,0.0005,3997.067481104533,2665676.448265483,5212.3974432678415,311797.5050365186,96.21377590174535,315.4497474348945,194.67905015749693,29319.949338762024,3.8810675107344177,0.0546875,0.0234375,5212.3974432678415,64.42248953159034,230.4605739533672,670369.3854415165,4.573889895016032e-08,0.0,0.04983783684031921,0.000131072
129,256,1900.0,0.0018999999999999664,1e-06,0.0005,3996.7260376168542,2729416.95349515,5470.77128763087,335928.13999568473,98.17443994047306,322.63011948327437,199.2413921007836,30798.477494194114,4.07677956744549,0.0546875,0.0234375,5470.77128763087,64.4130167782763,256.2891527503998,768238.6037978828,5.871240494768108e-08,0.0,0.0510057963778006,0.000131072
