group,wall_radius,nr,nz,step,time,dt,viscosity,energy,enstrophy,max_abs_u1,max_abs_omega1,max_abs_psi1,max_abs_u_r,max_abs_u_z,max_cartesian_vorticity,amplification,argmax_u1_r,argmax_u1_z,argmax_u1_value,circulation_max,divergence_residual_max,axis_parity_defect,odd_symmetry_defect,wall_u1_max_abs,advective_cfl,viscous_cfl,divergence_relative_denominator,divergence_residual_relative,divergence_residual_argmax_r,divergence_residual_argmax_z,divergence_pointwise_ratio_max,divergence_pointwise_ratio_argmax_r,divergence_pointwise_ratio_argmax_z,axis_parity_defect_u1,axis_parity_defect_omega1,axis_parity_relative_u1,axis_parity_relative_omega1,axis_parity_relative_denominator_u1,axis_parity_relative_denominator_omega1,axis_parity_argmax_z_u1,axis_parity_argmax_z_omega1,argmax_cartesian_vorticity_r,argmax_cartesian_vorticity_z
core_dr192,1.0,193,384,250.0,0.00024999999999999957,1e-06,0.0005,4007.7648686815887,829190.2576932653,2672.2403786794735,47888.3506794899,35.94137272709955,89.27400835704324,71.8827454541991,7985.64994896767,1.0560955069626299,0.0,0.09375,2672.2403786794735,64.9480123107422,3.863513736079767,22.24476403137669,1.0550138540565968e-09,0.0,0.027602974254412452,0.00029491200000000004,4688.825486200435,0.0008239832656281147,0.0,0.0,0.00352224660199335,0.10416666666666666,0.8020833333333333,0.19551476956985425,22.24476403137669,1.8688105729475374e-05,9.143496354781828e-05,10461.989695482254,243285.0976064885,0.7734375,0.046875,0.16666666666666666,0.0
core_dr192,1.0,193,384,275.0,0.0002750000000000002,1e-06,0.0005,4007.7159011138674,839617.711887249,2574.5597442344924,51481.64394509901,38.93327602695338,96.90952155266305,77.86655205390676,8071.265058650295,1.0674180333996448,0.0,0.1015625,2574.5597442344924,64.94648137380206,4.067158154355184,24.793928595492616,1.57160684466362e-09,0.0,0.029900755988700192,0.00029491200000000004,5049.067834422523,0.0008055265422712144,0.0,0.0,0.016999676461799618,1.0,0.25,0.231659364697407,24.793928595492616,2.2629009474236387e-05,9.51394886735321e-05,10237.273750808941,260606.07368379005,0.078125,0.049479166666666664,0.16666666666666666,0.0
core_dr192,1.0,193,384,300.0,0.0003000000000000008,1e-06,0.0005,4007.664648087685,850858.6074610447,2481.1712099645206,54787.52902940027,41.7845316338296,104.22918624832077,83.5690632676592,8163.698946225415,1.0796423374929882,0.0,0.109375,2481.1712099645206,64.93819867563968,4.232321177098129,27.775970227550715,1.7680577002465725e-09,0.0,0.032090520294781134,0.00029491200000000004,5384.929326179697,0.0007859566803452779,0.0,0.0,0.014241811764266117,0.9947916666666666,0.75,0.2599920615175506,27.775970227550715,2.5946895619644723e-05,0.00010049895890438471,10020.160612998625,276380.6762812034,0.08072916666666666,0.9479166666666666,0.16666666666666666,0.0
core_dr192,1.0,193,384,325.0,0.0003250000000000014,1e-06,0.0005,4007.6112555150567,862877.3759973908,2395.5784259588163,57800.86336496028,44.50073848708382,111.22519605887146,89.00147697416764,8262.624501968206,1.0927251592559493,0.0,0.11979166666666666,2395.578425958816,64.93433404883864,4.35992435899152,31.17752364068292,1.5133991837501526e-09,0.0,0.03417656715808037,0.00029491200000000004,5696.598757346043,0.0007653557051686648,0.0,0.0,0.024260297918075754,0.0,0.20052083333333331,0.27737770798557904,31.17752364068292,2.8268834928020636e-05,0.0001073148429380617,9812.137949506956,290523.87150841265,0.08333333333333333,0.9453125,0.16666666666666666,0.0
core_dr192,1.0,193,384,350.0,0.000350000000000002,1e-06,0.0005,4007.5558763683325,875639.696863646,2318.689890770564,60549.71372193152,47.07444423092451,117.89349852896574,94.14888846184903,8367.702460737346,1.1066216311581818,0.0,0.12760416666666666,2318.689890770563,64.94576192850022,4.451266778934951,35.031379914376885,1.7316779121756554e-09,0.0,0.036153173169350024,0.00029491200000000004,5984.596260870041,0.0007437873141149584,0.0,0.0,0.019836162197723165,0.0,0.9583333333333333,0.34529786962957587,35.031379914376885,3.59134299703921e-05,0.00011549228281072137,9614.728248297302,303322.2572263924,0.9765625,0.9453125,0.16666666666666666,0.0
core_dr192,1.0,193,384,375.0,0.0003750000000000026,1e-06,0.0005,4007.498668181739,889112.8943723718,2249.7322878325485,63120.90627832668,49.51821423024376,124.23357943120078,99.03642846048751,8478.58504151896,1.1212857594523378,0.0,0.1328125,2249.7322878325463,64.9480883427512,4.50790203240922,39.400152436690405,2.1245796233415604e-09,0.0,0.038029988528827205,0.00029491200000000004,6249.7240643331215,0.0007212961701998337,0.0,0.0,0.1526365484564816,0.0,0.9583333333333333,0.4326395076495828,39.400152436690405,4.588645583963686e-05,0.00012518447690724145,9428.479487750446,314736.7262307205,0.9765625,0.057291666666666664,0.16666666666666666,0.0
core_dr192,1.0,193,384,400.0,0.0004000000000000032,1e-06,0.0005,4007.43979047011,903266.2152590794,2187.710898643542,65419.18397352598,51.8250110890775,130.31329582648124,103.650022178155,8594.919665005345,1.1366709158207364,0.0,0.140625,2187.7108986435414,64.93877153573156,4.531526901766938,44.00806205556728,1.9572325982153416e-09,0.0,0.03980160851641152,0.00029491200000000004,6493.015529950268,0.0006979079105639605,0.0,0.0,0.020646601394389875,0.0,0.041666666666666664,0.5351586445758585,44.00806205556728,5.784186896582934e-05,0.00013551980171124247,9252.098076084105,324735.28960245266,0.0234375,0.9401041666666666,0.16666666666666666,0.0
core_dr192,1.0,193,384,425.0,0.0004250000000000038,1e-06,0.0005,4007.3794021435547,918070.9930647784,2131.6321502521423,67451.56239811041,54.00925065244343,136.08457323032115,108.01850130488685,8716.352683391113,1.152730330637773,0.0,0.14583333333333331,2131.6321502521423,64.93243693731065,4.523884734477633,49.01803335850127,1.9863364286720753e-09,0.0,0.04147910450107655,0.00029491200000000004,6715.684708909259,0.0006736297087437848,0.0,0.0,0.03004544467431329,0.0,0.20572916666666666,0.655829646573693,49.01803335850127,7.217664967309735e-05,0.00014690447316720534,9086.451775526824,333672.844003255,0.0234375,0.9401041666666666,0.16666666666666666,0.0
core_dr192,1.0,193,384,450.0,0.00045000000000000443,1e-06,0.0005,4007.317658988983,933500.7111091153,2080.6273166111805,69228.41673964748,56.06722806346717,141.54774670316036,112.13445612693434,8842.533051484825,1.1694175784713556,0.0,0.15104166666666666,2080.6273166111805,64.9448175014677,4.486684841392162,54.38359065167606,2.153683453798294e-09,0.0,0.043059631152742785,0.00029491200000000004,6919.0782225459,0.0006484512383126765,0.0,0.0,0.014799163998986623,0.0,0.20833333333333331,0.7977371420638519,54.38359065167606,8.932717278554292e-05,0.00015921056443008968,8930.509241337604,341582.8016585936,0.0234375,0.9375,0.16666666666666666,0.0
core_dr192,1.0,193,384,475.0,0.00047500000000000504,1e-06,0.0005,4007.2547112786983,949530.979367581,2045.901223869081,70777.54015977174,58.01112062516198,146.71176827575198,116.02224125032396,8973.115865062015,1.1866870460271226,0.0,0.04427083333333333,2045.9012238690802,64.94168235671388,4.421818023931792,59.85283682355657,2.2264430299401283e-09,0.0,0.0445525406401244,0.00029491200000000004,7104.630848308301,0.0006223853312497834,0.0,0.005208333333333333,0.024624208323563292,0.0,0.7916666666666666,0.9640772595594171,59.85283682355657,0.00010967895250307541,0.00017169283830699523,8789.99331738133,348604.15503491624,0.0234375,0.020833333333333332,0.16666666666666666,0.0
core_dr192,1.0,193,384,500.0,0.0005,9.999999999943865e-07,0.0005,4007.1907015545435,966139.4427273477,2034.8937585369072,72245.76554324914,59.842380884596636,151.58747100519523,119.68476176919327,9107.765691451285,1.2044943726156603,0.0,0.04427083333333333,2034.8937585369051,64.91953762310091,4.380451475711197,75.25536065502092,2.219167072325945e-09,0.0,0.045958948519112225,0.0002949119999983445,7273.825769773739,0.000602221116419105,0.0,0.013020833333333332,0.02322482693847639,0.0,0.7890625,1.1581930320171523,75.25536065502092,0.00013378732398861337,0.00021210912208966754,8656.971359377261,354795.4935347254,0.0234375,0.0234375,0.16666666666666666,0.0
core_dr192,1.0,193,384,525.0,0.0005250000000000006,1e-06,0.0005,4007.125762624798,983305.6389051602,2028.0875698520576,73503.1560348738,61.568522454386994,156.18724041618896,123.13704490877399,9246.159618875976,1.222796853425381,0.0,0.04427083333333333,2028.0875698520565,64.93759806910207,4.392760769486358,92.86341435229406,2.0372681319713593e-09,0.0,0.04728462524496921,0.00029491200000000004,7428.160068710571,0.0005913659276123922,0.0,0.9817708333333333,0.02157268326780402,0.0,0.2109375,1.3836412413802464,92.86341435229406,0.00016221958971655544,0.00025771275404079823,8529.433737305513,360336.89794643596,0.0234375,0.0234375,0.16666666666666666,0.0
core_dr192,1.0,193,384,550.0,0.0005500000000000012,1e-06,0.0005,4007.0600158010657,1001010.823958367,2025.037427573867,74565.65503595541,63.196524584732046,160.52469052012952,126.39304916946409,9387.989955176243,1.241553796426254,0.0,0.04427083333333333,2025.037427573867,64.93705778570202,4.447289222701329,112.82955164671876,2.2264430299401283e-09,0.0,0.04853493088107421,0.00029491200000000004,7569.11570674488,0.000587557304578965,0.0,0.0234375,0.036103695791280956,0.0,0.21354166666666666,1.6511732377184671,112.82955164671876,0.0001961931312717583,0.0003087706070733619,8416.06037385342,365415.45426281844,0.026041666666666664,0.026041666666666664,0.16666666666666666,0.0
core_dr192,1.0,193,384,575.0,0.0005750000000000018,1e-06,0.0005,4006.9935693941443,1019237.7820414843,2025.2511035188293,75450.0693506461,64.72870781312224,164.64637436342713,129.45741562624448,9532.96651318433,1.260726824608768,0.0,0.04427083333333333,2025.2511035188293,64.91182847948933,4.54470777653205,136.4729948064778,2.240994945168495e-09,0.0,0.04971164760047788,0.00029491200000000004,7698.135971430427,0.0005903647056116594,0.0,0.026041666666666664,0.0350377473037957,0.0,0.9557291666666666,1.9644631940609543,136.4729948064778,0.00023643760005821616,0.000366822041733746,8308.590484665976,372041.42412340455,0.026041666666666664,0.026041666666666664,0.16666666666666666,0.0
core_dr192,1.0,193,384,600.0,0.0006000000000000024,1e-06,0.0005,4006.9265174811535,1037970.6341044041,2028.2200790223433,76193.78088344693,66.1764013624665,168.55738258832,132.352802724933,9680.818429043675,1.2802801164551074,0.0,0.04427083333333333,2028.2200790223433,64.93047462568774,4.672377088721078,163.18698906479403,2.4301698431372643e-09,0.0,0.05082347624637428,0.00029491200000000004,7816.607148154033,0.0005977500212255779,0.0,0.028645833333333332,0.20642860517994102,0.0,0.9557291666666666,2.325371751925559,163.18698906479403,0.0002832430949707307,0.0004271280958985169,8209.809147036238,382056.32135135005,0.026041666666666664,0.026041666666666664,0.16666666666666666,0.0
core_dr192,1.0,193,384,625.0,0.000625000000000003,1e-06,0.0005,4006.8589389508666,1057194.6578359893,2033.4447066670778,76917.05486614362,67.5380420059372,172.24460900494503,135.0760840118744,9831.295470838504,1.3001805790043193,0.0,0.04427083333333333,2033.4447066670778,64.93103151926186,4.834100316518743,193.31425705575384,2.786691766232252e-09,0.0,0.051869216260559764,0.00029491200000000004,7925.845023247486,0.0006099160786439461,0.0,0.9713541666666666,0.06973443221164032,0.0,0.04427083333333333,2.7396726594743086,193.31425705575384,0.00033749976074875815,0.000490361328505187,8117.5543751385885,394228.18607056816,0.9739583333333333,0.026041666666666664,0.16666666666666666,0.0
core_dr192,1.0,193,384,650.0,0.0006500000000000037,1e-06,0.0005,4006.7908968294555,1076896.1285451879,2040.452975337358,77504.71226176008,68.82668791772099,175.72232117094148,137.65337583544198,9984.168807583643,1.3203979495505698,0.0,0.04427083333333333,2040.452975337358,64.90649821035343,5.0226231528722565,228.12554331170395,2.8230715543031693e-09,0.0,0.052858896320809715,0.00029491200000000004,8027.08572007683,0.0006257094203329603,0.0,0.03125,0.05127102858291423,0.0,0.78125,3.2252339136321098,228.12554331170395,0.000401473864764124,0.0005584319611282918,8033.484111168771,408510.90050573833,0.028645833333333332,0.028645833333333332,0.16666666666666666,0.0
core_dr192,1.0,193,384,675.0,0.0006750000000000043,1e-06,0.0005,4006.7224378845785,1097062.1880248485,2048.81298669959,77971.07653853045,70.03980558460293,179.00476554652604,140.07961116920586,10139.231222356999,1.340904823829737,0.0,0.04427083333333333,2048.81298669959,64.93196012207923,5.223218734011425,267.78207204071805,3.3105607144534588e-09,0.0,0.053790570688975047,0.00029491200000000004,8121.480312080894,0.0006431362920675636,0.0,0.033854166666666664,0.024877593443333297,0.0,0.21875,3.786784145711863,267.78207204071805,0.00047604603376994137,0.0006320944675969255,7954.659585593567,423642.48663457297,0.028645833333333332,0.028645833333333332,0.16666666666666666,0.0
core_dr192,1.0,193,384,700.0,0.0007000000000000049,1e-06,0.0005,4006.653592501382,1117680.7459073863,2058.13990742925,78329.47569863164,71.18833594219802,182.1059658600344,142.37667188439605,10296.296767503722,1.3616766104204494,0.0,0.04427083333333333,2058.13990742925,64.92327930298929,5.457278884467996,312.4328334722668,3.1141098588705063e-09,0.0,0.05467264200360808,0.00029491200000000004,8210.092637037018,0.0006647036916306344,0.0,0.033854166666666664,0.056610356194544444,0.22916666666666666,0.19791666666666666,4.42868966950482,312.4328334722668,0.0005618017049842535,0.0007096313078493092,7883.012155737317,440274.872340627,0.9713541666666666,0.028645833333333332,0.16666666666666666,0.0
core_dr192,1.0,193,384,725.0,0.0007250000000000055,1e-06,0.0005,4006.5843748194306,1138740.4157052669,2068.0984943105113,78592.06638306142,72.27297053260732,185.03954373868223,144.54594106521463,10455.199873730635,1.382691412922573,0.0,0.04427083333333333,2068.0984943105113,64.91529731165984,5.695492545632078,362.70913292700425,3.65253072232008e-09,0.0,0.05550564136904242,0.00029491200000000004,8293.899747209598,0.0006867086315515534,0.0,0.9635416666666666,0.03534249706555284,0.0,0.7786458333333333,5.162171527816099,362.70913292700425,0.0006604194820940876,0.0007918308104255418,7816.504006586321,458063.9300106028,0.9713541666666666,0.9713541666666666,0.16666666666666666,0.0
core_dr192,1.0,193,384,750.0,0.0007500000000000061,1e-06,0.0005,4006.514783114919,1160230.4857070998,2078.402359879129,78859.34653578298,73.2977375298407,187.81856194806974,146.5954750596814,10615.793937885366,1.403929843192185,0.0,0.04427083333333333,2078.402359879129,64.92962920234673,5.966661931055569,419.3531403299421,3.5288394428789616e-09,0.0,0.05629266242291766,0.00029491200000000004,8373.794462679134,0.0007125398118676273,0.0,0.9635416666666666,0.025920972710820393,0.0,0.7760416666666666,6.000689703374519,419.3531403299421,0.0007737614019280364,0.0008792041405167729,7755.219746581017,476969.02346644714,0.9713541666666666,0.9713541666666666,0.16666666666666666,0.0
core_dr192,1.0,193,384,775.0,0.0007750000000000067,1e-06,0.0005,4006.4448004077667,1182140.923215858,2088.8110462205095,79072.6466798999,74.27168413057305,190.45538999405204,148.5433682611461,10777.949425680914,1.4253747704284896,0.0,0.04427083333333333,2088.8110462205077,64.90061010569725,6.235460094158952,484.42269545048475,3.688910510390997e-09,0.0,0.0570406534122801,0.00029491200000000004,8450.5895429183,0.0007378727912994361,0.0,0.03645833333333333,0.09321534377133167,0.0,0.22395833333333331,6.976003234784002,484.42269545048475,0.0009062957309810973,0.0009749419271903144,7697.2703239286275,496873.384906671,0.96875,0.03125,0.16666666666666666,0.0
core_dr192,1.0,193,384,800.0,0.0008000000000000073,1e-06,0.0005,4006.3743952687605,1204462.40928805,2099.1450062290432,79368.79836752174,75.18720279702241,192.96159131560603,150.37440559404482,10941.551535096758,1.447011012160575,0.005208333333333333,0.04427083333333333,2099.1450062290432,64.92184652388809,6.536134595815383,557.8300807862543,4.067260306328535e-09,0.0,0.05774377174811321,0.00029491200000000004,8525.02304840486,0.0007666999325049775,0.0,0.0390625,0.0313817582257868,0.0,0.046875,8.094902455210104,557.8300807862543,0.001058842894113484,0.0010773290731629368,7645.045832779149,517789.8700426952,0.96875,0.96875,0.16666666666666666,0.0
core_dr192,1.0,193,384,825.0,0.0008250000000000079,1e-06,0.0005,4006.3035227979058,1227186.400160226,2110.3513020220767,79774.51504597937,76.06523134981342,195.3478308490655,152.13046269962683,11106.497473317373,1.4688249741248165,0.020833333333333332,0.04427083333333333,2110.3513020220767,64.91462167665212,6.847432678518999,640.7301122308709,5.2677933126688e-09,0.0,0.0584180976766567,0.00029491200000000004,8597.764524687133,0.0007964201227956022,0.0,0.9609375,0.07715009128441531,0.0,0.2265625,9.378653723739262,640.7301122308709,0.001169336103042554,0.0011870501457485123,8020.494449231897,539766.6766864755,0.03125,0.96875,0.16666666666666666,0.0
core_dr192,1.0,193,384,850.0,0.0008500000000000085,1e-06,0.0005,4006.232125742019,1250305.2109154637,2122.9601102632623,80347.52423547395,76.89320316165816,197.62380138095776,153.78640632331633,11274.319645525537,1.491019315621173,0.026041666666666664,0.04427083333333333,2122.9601102632623,64.90089180582767,7.159745211730296,734.5342508135363,5.0495145842432976e-09,0.0,0.059053980028153465,0.00029491200000000004,8669.421701951735,0.0008258619153476446,0.0,0.0390625,0.07112998167151421,0.0,0.046875,10.855338470370043,734.5342508135363,0.0012613297028953479,0.0013050451712686,8606.265630193207,562842.0126634506,0.03125,0.03125,0.16145833333333331,0.0
core_dr192,1.0,193,384,875.0,0.0008750000000000091,1e-06,0.0005,4006.1601357173795,1273812.1166200426,2136.868500684895,81022.2632147469,77.67829663453819,199.79816683293302,155.35659326907637,11445.981616431787,1.513721467274324,0.03125,0.04427083333333333,2136.868500684895,64.9175077458788,7.503652945330032,840.9227907140739,5.966285243630409e-09,0.0,0.059656931815325324,0.00029491200000000004,8740.54746098095,0.0008584877524923249,0.0,0.9583333333333333,0.13561935012530185,0.0,0.953125,12.559011847923102,840.9227907140739,0.001365062747874866,0.0014324663162128938,9200.318349815796,587045.420333008,0.96875,0.03125,0.16145833333333331,0.0
core_dr192,1.0,193,384,900.0,0.0009000000000000097,1e-06,0.0005,4006.0874745022597,1297701.466114724,2152.6294771880544,81808.25992673788,78.43102751984847,201.94745841548004,156.86205503969694,11619.360358697932,1.5366506604997017,0.041666666666666664,0.041666666666666664,2152.629477188053,64.8758774737981,7.864501920441398,961.9000947265886,6.111804395914078e-09,0.0,0.060235029135243624,0.00029491200000000004,8815.131573327442,0.0008921593347781183,0.0,0.041666666666666664,0.5288330736402302,0.0,0.953125,14.531031516220537,961.9000947265886,0.0014835460729750363,0.0015707083380502192,9794.796252657434,612398.9231002824,0.96875,0.03125,0.16145833333333331,0.0
core_dr192,1.0,193,384,925.0,0.0009250000000000103,1e-06,0.0005,4006.0140553642723,1321968.8038369678,2170.670032029496,82755.91376879878,79.14278760597108,204.04080864089644,158.28557521194216,11794.40091456832,1.5597996271802228,0.046875,0.041666666666666664,2170.6700320294926,64.9098442068253,8.23083237087667,1099.8613244444132,6.781192496418953e-09,0.0,0.060781660881385785,0.00029491200000000004,8897.831361955507,0.0009250380273635295,0.0,0.9583333333333333,0.392099583744436,0.0,0.046875,16.821688058262225,1099.8613244444132,0.0016190281923989692,0.0017214443667839128,10389.990821183266,638917.7284301254,0.96875,0.03125,0.16145833333333331,0.0
core_dr192,1.0,193,384,950.0,0.000950000000000011,1e-06,0.0005,4005.9397843887587,1346610.9954393324,2190.666918356187,83792.69522221619,79.8192436604572,206.0672649386968,159.6384873209144,11971.04109775053,1.58316014323088,0.046875,0.041666666666666664,2190.6669183561858,64.89027378811801,8.603827572250339,1257.6729803807102,7.34871719032526e-09,0.0,0.06130117913123113,0.00029491200000000004,8987.122640698564,0.0009573506355958182,0.0,0.041666666666666664,0.16435964174100198,0.0,0.046875,19.492205583352188,1257.6729803807102,0.001770618025287946,0.0018866688538958366,11008.7016538659,666610.3475359257,0.96875,0.96875,0.16145833333333331,0.0
core_dr192,1.0,193,384,975.0,0.0009750000000000116,1e-06,0.0005,4005.8645617767106,1371626.353514557,2211.3260063036564,84944.12888098844,80.47144118776893,208.0312788886817,160.94288237553786,12149.207547650296,1.6067225067746198,0.046875,0.041666666666666664,2211.3260063036564,64.89164880865701,9.014495327686745,1438.7698914636858,7.203198038041592e-09,0.0,0.061802066832206536,0.00029491200000000004,9086.230064634174,0.0009921051154948588,0.0,0.9557291666666666,0.11334614903402976,0.0,0.046875,22.617196271683497,1438.7698914636858,0.0019450500566618183,0.0020687495294465256,11628.079284756372,695478.0513466098,0.96875,0.96875,0.16145833333333331,0.0
core_dr192,1.0,193,384,1000.0,0.001,9.99999999990375e-07,0.0005,4005.7882830838707,1397014.7604004762,2233.3526601604253,86204.37161015821,81.09059530786678,209.9361509608731,162.18119061573356,12334.686702962212,1.6312519694748302,0.05208333333333333,0.041666666666666664,2233.352660160424,64.89658627411364,9.446476598799563,1647.2721625878476,7.930793799459934e-09,0.0,0.06227757719584226,0.0002949119999971615,9190.754194918114,0.0010278238758711278,0.0,0.9557291666666666,0.0920833877751564,0.0,0.046875,26.287670689875085,1647.2721625878476,0.0021449051124404948,0.0022704910431452377,12255.866489107626,725513.6141413422,0.96875,0.96875,0.15625,0.0
